k_max,k_min,k_tau,form_alpha,form_win,margin_a,margin_b,log_loss,brier
40,16,15,2.0,14,0.15,2.2,0.675095032928474,0.24124710949845304
36,12,25,2.0,10,0.22,2.2,0.6750977525498357,0.24124379842605798
40,20,10,2.5,10,0.18,1.8,0.6750994608366001,0.24122763205457493
40,16,15,1.5,14,0.18,2.6,0.6750994674422619,0.2412507178415408
32,12,15,2.0,6,0.22,2.6,0.6751005149969189,0.24117623497206128
40,12,25,2.5,6,0.22,2.6,0.6751022455664315,0.24128801193300237
32,16,20,3.0,10,0.22,2.2,0.6751033677669609,0.24124610137357763
28,12,10,3.0,6,0.22,2.2,0.6751034481340817,0.24114655725574546
36,16,15,3.0,6,0.18,2.6,0.6751035270621997,0.2411900675962211
32,12,20,3.0,6,0.22,2.2,0.6751044720111709,0.24119467341191098
36,16,15,2.5,14,0.15,2.2,0.6751046737773635,0.2412391460159186
36,16,15,2.0,14,0.18,2.6,0.6751090259166386,0.24124533505431597
40,16,20,1.5,10,0.22,2.6,0.675110557318612,0.2412811773656583
40,12,25,2.0,10,0.18,2.6,0.6751124881835251,0.24127233881044605
40,16,15,2.5,6,0.18,2.2,0.675113755401853,0.24119125132544683
36,12,10,1.5,10,0.15,2.6,0.675113974594915,0.24116282082228238
40,12,25,2.0,14,0.18,2.6,0.675114600836373,0.24131208379716376
36,12,25,3.0,14,0.15,2.2,0.6751167074143475,0.24128459079196468
36,20,10,3.0,14,0.15,2.6,0.6751171214207471,0.2412757016541451
40,16,15,2.0,10,0.18,1.8,0.6751180549282938,0.2412265882839318
40,20,20,3.0,14,0.22,2.6,0.6751218637450848,0.2414466889494609
32,16,10,2.5,10,0.18,2.6,0.6751231032790023,0.24119429116081806
36,16,10,2.0,14,0.18,1.8,0.6751237112841691,0.2412129786597743
32,12,25,2.5,10,0.22,2.2,0.6751269913160671,0.24123576633990182
40,16,25,3.0,14,0.22,2.2,0.6751275630929631,0.24143188161017912
36,12,25,2.0,14,0.22,2.2,0.6751315722819446,0.24128800713888254
40,16,20,3.0,10,0.15,2.6,0.6751317625235066,0.2412841965399812
36,12,20,3.0,6,0.15,2.6,0.6751317630874781,0.2411508750262232
40,12,20,2.5,6,0.15,2.6,0.6751318190176259,0.2411747926247061
36,12,25,3.0,6,0.22,2.6,0.6751354552403616,0.24127882130980263
32,16,15,3.0,10,0.18,2.2,0.6751356320879887,0.24121853884709873
36,12,15,1.5,10,0.18,2.2,0.6751373970385302,0.24119572966340946
40,16,15,1.5,14,0.22,1.8,0.6751384662146032,0.24127058032231985
32,12,20,2.5,10,0.18,2.2,0.6751395854292964,0.2412069384544019
36,16,15,2.0,14,0.22,1.8,0.6751398638985167,0.2412612506946491
40,16,15,1.5,10,0.18,2.6,0.675140477673372,0.2412467192208738
28,12,25,3.0,10,0.22,2.6,0.6751436528091816,0.24123046116186525
32,16,10,2.5,10,0.22,1.8,0.6751443159899507,0.2412040172868575
32,20,10,3.0,10,0.22,2.6,0.6751450193987607,0.24126822478368568
40,20,10,2.0,6,0.22,2.6,0.6751451586398478,0.241268260205548
40,16,20,3.0,6,0.22,2.6,0.6751465875523296,0.24132340417986087
32,12,25,2.5,14,0.22,2.2,0.6751483861728897,0.2412746972118492
36,12,25,2.5,14,0.18,2.2,0.6751499145461094,0.2412990315787459
32,16,20,3.0,14,0.22,2.2,0.675150191112709,0.24130560673210288
40,16,15,3.0,6,0.18,1.8,0.6751520820806045,0.2411653951743236
36,12,10,1.5,10,0.18,1.8,0.675153093585456,0.24118035939433471
36,16,10,2.5,6,0.15,2.6,0.675153180287308,0.24116374863374274
32,12,15,2.0,14,0.18,2.2,0.675154292103631,0.24121063842740326
32,12,10,2.0,14,0.15,2.6,0.6751549262260784,0.2411891370792679
36,20,15,2.5,14,0.22,2.6,0.6751550547021454,0.24134348464796426
40,16,10,1.5,10,0.15,2.6,0.6751569592140892,0.2412152389159444
40,12,15,1.5,10,0.15,1.8,0.6751575238111296,0.24120692563828877
36,12,20,1.5,10,0.22,2.2,0.6751575799245969,0.24123944478029377
36,12,20,1.5,14,0.22,2.2,0.6751599099070581,0.2412585341130023
40,12,20,1.5,14,0.18,2.2,0.6751606609379157,0.241277029626855
40,16,10,1.5,6,0.22,1.8,0.675161099220812,0.2412101517925064
32,16,10,3.0,6,0.22,2.2,0.6751614773630144,0.24121024334329708
36,12,10,1.5,14,0.15,2.2,0.6751619686644741,0.24119668006112605
28,12,10,2.5,10,0.22,2.2,0.6751644655014061,0.24118117642724837
40,12,25,2.0,14,0.22,1.8,0.6751647443413439,0.24133781630868395
36,16,20,3.0,10,0.18,2.2,0.6751647567955773,0.2412797165506837
28,12,20,3.0,14,0.18,2.6,0.6751656074568976,0.2412362601017631
36,16,20,2.0,14,0.22,2.6,0.6751657454480751,0.2413150232866859
40,20,15,2.5,14,0.18,2.6,0.6751670065439388,0.24136565516991698
32,16,10,3.0,10,0.15,2.2,0.6751685540709927,0.2412016437968642
28,12,10,2.5,14,0.22,2.2,0.6751702668988371,0.24119809342849105
40,20,15,3.0,10,0.18,2.2,0.6751707863612662,0.24132235088020576
36,16,15,2.0,10,0.18,2.6,0.6751733096625343,0.2412488149965462
32,16,15,3.0,14,0.15,2.6,0.6751733645130222,0.24126406214489798
28,12,20,3.0,14,0.22,1.8,0.6751766274690086,0.24124260257080052
36,16,25,2.5,10,0.22,2.6,0.6751767646546073,0.24133229959042887
36,12,10,1.5,6,0.18,2.2,0.675178900036473,0.24118017045933643
40,12,25,2.5,14,0.15,2.6,0.6751799448582197,0.2413470372931909
36,16,25,3.0,10,0.22,2.2,0.6751815293096254,0.2413412731468144
36,20,10,2.0,10,0.22,2.6,0.6751816953160165,0.24127641098597194
40,20,10,3.0,10,0.15,1.8,0.6751823242888413,0.2412530132678695
40,12,20,2.0,6,0.22,1.8,0.6751825219412367,0.24124625038516398
40,16,20,2.5,10,0.18,2.2,0.6751832311645706,0.2413086086068021
32,12,10,2.0,14,0.18,1.8,0.6751842880348118,0.24120253338405775
28,12,15,3.0,6,0.22,2.6,0.6751845401997628,0.24121128705521303
40,20,15,2.5,10,0.18,2.6,0.6751848462108115,0.2413246748374637
40,16,20,1.5,14,0.22,2.6,0.6751869739578822,0.24133957077037443
40,20,20,2.5,10,0.22,2.6,0.6751875047598037,0.241390170032639
40,20,10,2.0,14,0.18,2.2,0.6751906259867885,0.2413049135815244
36,16,15,3.0,10,0.15,1.8,0.6751908935613793,0.2412321506433985
28,12,10,3.0,10,0.15,2.2,0.6751921787733273,0.24118547824085038
36,20,10,3.0,14,0.18,1.8,0.6751922124140408,0.24130931834852118
28,12,15,2.5,14,0.22,2.2,0.6751939794320134,0.24122769388317342
40,12,15,1.5,6,0.18,1.8,0.675195608643241,0.24120529029621954
40,16,15,1.5,10,0.22,1.8,0.6751967349004055,0.24127367554527113
36,16,15,2.5,10,0.18,1.8,0.6751980481703935,0.24124883172232106
40,12,25,2.0,10,0.22,1.8,0.6751997673021778,0.24131418427361062
28,12,15,2.5,10,0.22,2.2,0.6751999395554825,0.24121325862590542
36,16,15,1.5,10,0.22,2.6,0.6752016777976985,0.2412677264133381
32,16,10,2.5,14,0.18,2.2,0.6752037035843845,0.2412498150832838
28,12,15,3.0,10,0.15,2.6,0.6752039654820454,0.24120378764116754
40,12,20,2.0,14,0.15,1.8,0.6752063232785194,0.2412923622147437
36,12,20,2.0,14,0.15,2.6,0.6752065219838689,0.2412759341189067
36,12,25,3.0,10,0.18,1.8,0.6752092350111142,0.2412790304930731
32,12,20,2.5,14,0.15,2.6,0.675211836323809,0.2412621838564018
32,12,15,2.5,6,0.18,2.2,0.6752145903426914,0.2411943881606005
36,16,10,1.5,14,0.22,2.2,0.6752230616968777,0.24126092328393525
36,20,10,2.5,14,0.18,2.6,0.6752243724386672,0.24132290025668743
40,20,15,2.5,14,0.22,1.8,0.6752244372274313,0.24139491121012263
32,12,20,2.0,14,0.22,2.2,0.6752267103877324,0.2412754137862285
36,12,15,2.0,6,0.18,1.8,0.6752271057474115,0.2411995671517772
36,16,15,2.0,10,0.22,1.8,0.6752295023260559,0.24127553391034007
32,12,15,2.5,10,0.15,1.8,0.6752300071154758,0.24121491015687418
32,12,20,2.0,10,0.22,2.2,0.6752309966201145,0.24125766552221753
36,16,10,1.5,10,0.22,2.2,0.6752311544154951,0.24125033578086374
40,20,15,2.0,10,0.22,2.2,0.675233244216781,0.24134687956172138
40,20,10,3.0,6,0.22,1.8,0.6752340296036574,0.24127089523313092
36,16,15,2.5,6,0.22,2.2,0.6752340330770211,0.24127611634859952
40,16,10,1.5,14,0.15,2.2,0.6752346133736221,0.24126724193235677
40,16,10,1.5,10,0.18,1.8,0.6752354007133833,0.24125073193174956
36,12,20,2.5,6,0.22,1.8,0.6752354787855299,0.24124844860180245
40,12,20,1.5,6,0.22,2.2,0.6752356247586005,0.24128998302452317
32,16,15,3.0,14,0.18,1.8,0.6752356451180241,0.24129218545388653
32,12,20,2.5,6,0.22,2.6,0.675237142125077,0.24126782363636587
32,12,15,3.0,6,0.15,1.8,0.6752375772253882,0.2411450910076884
32,12,25,3.0,10,0.18,2.2,0.6752377972187968,0.24127479687697292
28,12,10,3.0,6,0.18,2.6,0.6752380645822597,0.2411967663779005
32,20,10,3.0,14,0.22,2.6,0.6752413881736579,0.24134446431044349
28,12,25,3.0,14,0.22,2.6,0.6752425373384382,0.24130231049349066
40,16,15,2.0,6,0.18,2.6,0.6752430091432456,0.2412726034280695
40,12,20,1.5,10,0.18,2.2,0.6752450092732071,0.24129070409425232
36,20,10,2.0,14,0.22,2.6,0.6752458852000857,0.241328935698732
36,12,25,2.5,10,0.18,2.2,0.6752505482425333,0.24130228699819375
36,16,15,1.5,14,0.22,2.6,0.6752519216708561,0.24130765871422125
40,16,20,3.0,14,0.15,2.2,0.6752519411918309,0.2413962717439122
32,12,10,2.5,6,0.15,1.8,0.6752551067070199,0.24117172678715132
40,16,15,3.0,6,0.15,2.2,0.6752559246032661,0.24119373689903795
40,12,25,3.0,10,0.15,2.2,0.6752559373659441,0.24132532394405642
36,20,10,2.5,14,0.22,1.8,0.675260075380305,0.24134105653818488
28,16,10,3.0,10,0.22,2.6,0.6752605943262465,0.24126639646886802
36,16,10,2.0,14,0.15,2.2,0.6752647438487835,0.24127493256279703
36,16,10,2.0,10,0.15,2.6,0.6752656127821702,0.24125720988375252
40,20,15,2.5,10,0.22,1.8,0.6752693544455474,0.2413645975107887
32,16,10,2.0,10,0.22,2.6,0.675270058381027,0.2412670025709502
28,12,20,3.0,10,0.18,2.6,0.6752726750997063,0.24126087386052358
36,16,20,2.5,14,0.18,2.6,0.6752731422483408,0.24136858134344252
28,12,15,3.0,14,0.15,1.8,0.6752760988748993,0.24124971826607952
32,12,20,2.5,14,0.18,1.8,0.6752765626205828,0.24129192262954205
40,12,25,2.5,14,0.18,1.8,0.6752773601386741,0.24139141200799435
32,12,15,2.0,10,0.18,2.2,0.675277736851273,0.24125017720673397
36,12,20,2.0,6,0.22,2.2,0.6752789277149062,0.24128998157431222
40,16,25,2.0,10,0.22,2.6,0.6752789618777482,0.24140363300919937
28,12,15,3.0,10,0.18,1.8,0.675281476716175,0.24123895420547628
40,16,20,3.0,10,0.18,1.8,0.67528209407435,0.24135056336454086
32,12,10,2.0,6,0.18,2.6,0.6752843429150698,0.24122643053374426
40,20,15,2.0,14,0.22,2.2,0.6752847074513191,0.24140591269666897
36,12,20,2.0,14,0.18,1.8,0.6752849137417878,0.24131217580445605
40,16,25,2.5,10,0.22,2.2,0.6752886809812448,0.24141619747390947
32,16,20,2.5,10,0.22,2.6,0.6752894271544685,0.24132842604970642
36,16,25,3.0,14,0.22,2.2,0.6753004511627899,0.24144865569399288
40,20,10,2.5,10,0.15,2.2,0.6753008712482829,0.24131206969418004
32,12,10,2.0,14,0.15,2.2,0.6753015406415108,0.24125611883748202
36,12,15,1.5,14,0.15,2.6,0.6753058233132904,0.24128741302784873
36,20,10,2.5,10,0.18,2.6,0.6753061102925271,0.2413266404103041
36,16,20,2.5,10,0.18,2.6,0.6753063320649493,0.24134347224584643
36,16,15,3.0,6,0.22,1.8,0.6753067648306585,0.24128299182580085
28,12,20,3.0,10,0.22,1.8,0.6753070057736338,0.2412772736415643
36,20,20,3.0,10,0.22,2.6,0.6753070158085221,0.24142392301978338
36,16,10,2.5,6,0.18,1.8,0.6753074304469115,0.24123063565175357
36,12,20,2.5,10,0.15,1.8,0.6753112447730723,0.24128119134469553
32,16,25,3.0,10,0.22,2.6,0.6753115884735194,0.2413705512768455
32,12,15,1.5,10,0.22,2.6,0.6753158604718622,0.24127481688824304
36,16,20,3.0,14,0.15,2.6,0.6753163726886705,0.24139027165030616
32,12,20,3.0,6,0.18,2.6,0.6753167053513084,0.2412672015738881
28,16,10,3.0,14,0.22,2.6,0.675316759238222,0.24131363858364066
32,16,10,2.0,14,0.22,2.6,0.6753176378658929,0.2413050030126658
36,16,20,2.5,14,0.22,1.8,0.6753185274830108,0.24139189383301882
32,12,25,3.0,14,0.15,2.6,0.6753187698143381,0.2413430528486982
40,20,10,2.0,10,0.18,2.2,0.6753195217705522,0.2413313710730241
40,20,10,1.5,14,0.22,2.2,0.6753210142021654,0.24136078704274266
40,20,10,2.5,14,0.15,1.8,0.6753210172272925,0.24135724352673754
32,12,10,2.0,10,0.15,2.6,0.6753220347539416,0.24125387240548007
36,16,25,2.5,14,0.22,2.6,0.6753246976944259,0.24143875032358855
40,16,15,2.0,10,0.15,2.2,0.675324757395531,0.24131518804265925
40,20,10,1.5,10,0.22,2.2,0.6753252981117163,0.24134236505657738
40,12,25,2.5,10,0.15,2.6,0.6753279013685172,0.24135872083169263
36,12,10,1.5,10,0.15,2.2,0.6753293222810439,0.24126250718788972
36,12,20,3.0,6,0.18,1.8,0.6753304881448765,0.2412354371984376
32,12,10,1.5,10,0.22,2.6,0.6753317087882426,0.2412618280026198
40,16,20,2.5,6,0.22,2.6,0.6753323318748852,0.2413952373137544
28,12,20,3.0,14,0.18,2.2,0.6753327567521478,0.2413088588566457
40,12,20,2.5,6,0.18,1.8,0.6753352550942899,0.2412620440981321
40,12,15,1.5,6,0.15,2.2,0.675335327965469,0.24126287773730887
40,16,20,2.0,14,0.18,2.6,0.6753369137020843,0.2414150503517473
28,12,20,2.5,10,0.22,2.6,0.6753369325396551,0.24129777741257252
36,12,15,2.0,6,0.15,2.2,0.6753383459404526,0.24124314204156644
40,12,25,1.5,10,0.22,2.2,0.675339102953108,0.24137833496201958
36,20,10,3.0,14,0.15,2.2,0.6753393865746603,0.2413688918366848
36,16,10,2.0,10,0.18,1.8,0.6753415889095126,0.24129122462842728
40,20,20,3.0,10,0.22,2.2,0.675342092274638,0.24147002224186745
40,16,20,2.0,10,0.18,2.6,0.6753423859884526,0.24137919998345614
40,16,15,2.5,6,0.15,2.6,0.6753445475433698,0.24127284800904147
40,12,25,3.0,6,0.22,2.2,0.6753476258318718,0.2413824074957772
28,12,10,2.5,14,0.22,1.8,0.6753491884206181,0.24127976210448224
36,16,10,2.0,6,0.18,2.6,0.675350402436719,0.24128690244842022
32,16,10,3.0,6,0.18,2.6,0.6753507785865591,0.24127614614510565
32,12,10,2.0,10,0.18,1.8,0.6753584503342224,0.2412698314741247
28,12,10,3.0,6,0.22,1.8,0.675360805612981,0.2412543813986006
36,16,15,2.0,6,0.22,2.6,0.6753612782931898,0.24134563446967447
36,20,10,2.5,10,0.22,1.8,0.6753621810918035,0.24135260822161167
32,12,15,1.5,14,0.22,2.6,0.6753623049131245,0.24130822789345152
40,20,20,2.5,14,0.22,2.6,0.6753626944749528,0.24151774607063978
28,12,10,2.5,14,0.18,2.6,0.6753640601610155,0.2412867001219804
32,16,15,3.0,14,0.15,2.2,0.6753651216229271,0.24134526020699384
40,12,25,1.5,14,0.22,2.2,0.6753697523267596,0.2414178208667931
32,12,15,2.0,14,0.15,2.6,0.6753719930868534,0.24130846086717403
32,12,20,3.0,10,0.15,1.8,0.6753722383278596,0.24129305920152885
32,12,10,2.0,6,0.22,1.8,0.6753735314639712,0.24126851032680313
36,16,15,2.0,14,0.18,2.2,0.6753737601762122,0.241362817905682
36,12,15,1.5,14,0.18,1.8,0.675374524301808,0.24131964683412516
40,20,10,3.0,6,0.18,2.2,0.6753745306337436,0.2413093535558679
40,16,10,1.5,6,0.18,2.2,0.6753751488550389,0.24130114133072458
40,20,15,3.0,14,0.15,2.6,0.6753758493116795,0.24146563432345228
36,20,10,3.0,10,0.15,2.6,0.6753779579747268,0.24134795170850268
32,16,10,2.5,10,0.18,2.2,0.6753782686561106,0.24130760974023457
36,16,20,2.5,10,0.22,1.8,0.6753816491112506,0.24137921007337662
36,12,20,2.0,10,0.15,2.6,0.6753846233276392,0.24132951867214505
40,16,10,2.0,6,0.15,1.8,0.6753850136858187,0.24125687510995536
32,16,15,2.5,14,0.18,2.6,0.6753852737307892,0.2413626019803467
32,12,10,1.5,14,0.22,2.6,0.6753865657355844,0.24129731130671953
36,12,15,1.5,6,0.18,2.6,0.6753878695505644,0.24130352570308836
32,12,15,2.5,6,0.15,2.6,0.675389127996092,0.2412622818643074
32,12,25,3.0,14,0.18,1.8,0.6753894748088495,0.2413752106997197
40,16,20,2.0,14,0.22,1.8,0.6753900012608107,0.24144196887676508
36,20,10,3.0,6,0.22,2.6,0.6753902372151851,0.24138540700949784
36,16,15,2.5,10,0.15,2.2,0.6753907538981868,0.24133089756326223
32,16,20,2.5,14,0.22,2.6,0.6753915342814706,0.24140360596920551
40,12,20,2.0,6,0.18,2.2,0.6753923790304904,0.24132594950573247
32,12,15,2.0,6,0.22,2.2,0.675392820662611,0.2413049121397282
40,12,25,3.0,14,0.15,1.8,0.6753933593474697,0.2414446898583814
32,16,10,2.5,6,0.22,2.6,0.6753950916117972,0.24132856769931454
36,16,10,2.5,6,0.15,2.2,0.6753959256170755,0.24126123947340397
40,20,10,2.5,6,0.18,2.6,0.6753968205580719,0.24134578973571802
36,12,10,1.5,14,0.15,1.8,0.675398642942919,0.24130626850795764
36,16,20,3.0,14,0.18,1.8,0.6753989497605479,0.2414275200228866
36,12,20,2.5,6,0.18,2.2,0.6753992211593849,0.24130602592999761
36,20,15,3.0,14,0.18,2.6,0.67540058190514,0.24145976543216685
40,12,25,2.0,6,0.22,2.6,0.6754031663360808,0.24141548015734515
40,16,25,2.5,14,0.22,2.2,0.6754035580532416,0.24152066651495158
40,16,25,2.0,14,0.22,2.6,0.6754053484230739,0.24149760165681966
40,16,20,2.5,14,0.15,2.6,0.6754061319398681,0.2414508064140577
36,16,15,2.5,14,0.15,1.8,0.6754063721639214,0.2413686583415547
28,12,20,2.5,14,0.22,2.6,0.6754070446256744,0.2413493857082868
36,12,10,1.5,6,0.15,2.6,0.6754086855975902,0.24128329446235744
32,16,10,2.5,14,0.15,2.6,0.6754089153313543,0.24133976170890695
32,12,20,2.5,14,0.15,2.2,0.6754089314009389,0.2413480283187377
40,16,15,1.5,14,0.18,2.2,0.6754092755949099,0.2413895992767426
32,16,15,2.5,14,0.22,1.8,0.6754094991789399,0.24137524448671888
36,12,25,3.0,10,0.15,2.2,0.6754111548827322,0.24136147733246982
40,16,15,2.0,6,0.22,1.8,0.6754119410416008,0.24135111662350814
28,16,15,3.0,10,0.22,2.6,0.6754162800549133,0.24135604421058607
36,12,20,3.0,6,0.15,2.2,0.6754173404505399,0.24125877323143502
28,12,15,2.5,14,0.18,2.6,0.675419150119105,0.24132845045811258
36,12,25,2.5,6,0.22,2.6,0.6754213291593624,0.241400483010807
28,12,15,2.5,14,0.22,1.8,0.6754231279587107,0.24133099573665634
36,20,15,3.0,10,0.18,2.6,0.6754237705490597,0.24141920192369476
32,16,15,3.0,10,0.15,2.6,0.6754238832217502,0.24134159916884845
36,12,25,2.5,14,0.15,2.6,0.6754265861820705,0.24141564635499446
36,16,15,3.0,6,0.18,2.2,0.6754274443602053,0.2413154925856079
28,12,15,3.0,10,0.15,2.2,0.6754278094359373,0.24130357817771114
32,12,15,2.0,14,0.18,1.8,0.6754278583730742,0.24133442003112088
32,12,20,2.5,10,0.15,2.6,0.6754299021810865,0.2413343133747707
40,16,20,2.0,10,0.22,1.8,0.6754323628940557,0.24142209270433865
28,12,10,2.5,10,0.22,1.8,0.6754336602163403,0.24130496910176116
40,16,10,1.5,10,0.15,2.2,0.6754343981927912,0.24134048585334067
36,20,15,2.5,10,0.22,2.2,0.6754385007087512,0.24142794179501292
28,12,15,3.0,6,0.22,2.2,0.6754390109800278,0.2413183408265099
36,12,25,3.0,14,0.15,1.8,0.6754390726516489,0.24141898547803894
40,16,15,2.0,14,0.15,1.8,0.6754394525536466,0.24139681628865084
28,12,10,3.0,10,0.15,1.8,0.6754399473103574,0.24129739597905392
28,12,25,3.0,14,0.22,2.2,0.6754400816458188,0.24138866083920385
28,12,10,3.0,6,0.18,2.2,0.6754408904678135,0.24128257079321758
28,12,25,3.0,10,0.22,2.2,0.6754416795590084,0.24136228297456344
32,16,20,3.0,14,0.18,2.6,0.6754425371442944,0.24142750549625341
28,12,10,2.5,10,0.18,2.6,0.6754425722583283,0.2413098340023178
36,12,20,2.0,14,0.15,2.2,0.6754433742295735,0.24138019050227327
40,12,25,2.0,14,0.18,2.2,0.6754447634620494,0.24145616962340263
36,12,15,1.5,10,0.15,2.6,0.6754478200337971,0.24133724553780236
40,12,20,2.5,6,0.15,2.2,0.6754478407720501,0.24129746866455917
32,12,25,2.0,10,0.22,2.6,0.6754507464103674,0.24138352716778835
36,12,25,1.5,10,0.22,2.6,0.6754578086092325,0.24140718835920563
32,12,25,2.5,14,0.18,2.6,0.6754578162095121,0.2414081761008859
36,20,15,3.0,14,0.22,1.8,0.6754594273042006,0.2414896995689296
32,16,25,3.0,14,0.22,2.6,0.675461238507053,0.2414774684830978
40,12,25,2.5,14,0.15,2.2,0.675461458334409,0.24146583125526305
32,16,10,2.5,14,0.18,1.8,0.6754623308519819,0.2413639557054098
32,16,15,3.0,6,0.22,2.6,0.675464799082081,0.24138932220341017
40,12,20,3.0,6,0.15,1.8,0.67546558296368,0.24125101987067818
32,16,15,2.0,10,0.22,2.6,0.6754674571512904,0.2413811108059469
40,16,25,3.0,10,0.18,2.6,0.6754704178173458,0.24149725649675222
40,20,15,3.0,14,0.18,1.8,0.6754708124871592,0.24150820551210284
40,12,25,2.5,10,0.18,1.8,0.6754730355104913,0.24142335699587625
36,16,20,2.0,10,0.22,2.2,0.6754775899032776,0.24142503550031577
36,20,10,2.5,14,0.18,2.2,0.67547827252424,0.24143300394549164
40,16,15,1.5,6,0.22,2.2,0.6754785746745304,0.24140134897196613
28,16,10,3.0,14,0.22,2.2,0.6754790271917257,0.24138476362050446
40,12,20,1.5,14,0.15,2.6,0.6754793005271381,0.24141749085532907
36,16,10,2.0,6,0.22,1.8,0.6754795479028991,0.24134737225295486
32,16,15,2.5,10,0.18,2.6,0.6754812807380606,0.2413798455646647
32,16,20,3.0,14,0.22,1.8,0.6754813786046546,0.2414476329560257
40,20,15,1.5,10,0.22,2.6,0.6754815661688542,0.24145585637497957
32,20,10,3.0,10,0.22,2.2,0.6754830519865297,0.24141515054178705
40,20,15,2.5,14,0.18,2.2,0.6754844199438413,0.241501357534305
40,20,10,2.0,14,0.15,2.6,0.6754857683390585,0.24143282479299225
32,12,25,2.5,14,0.22,1.8,0.6754863320791024,0.2414231425725613
28,12,10,2.5,14,0.18,2.2,0.6754863962615413,0.24134196393202223
36,12,20,2.0,10,0.18,1.8,0.6754869099444845,0.24137580458799485
32,20,10,3.0,14,0.22,2.2,0.675489407490415,0.2414520155365975
36,20,15,2.5,14,0.22,2.2,0.6754909324278141,0.24149072498733776
36,16,10,1.5,6,0.22,2.6,0.6754920087867337,0.24137391321326976
36,12,15,1.5,6,0.22,1.8,0.6754934482412283,0.24135373153499767
28,16,15,3.0,14,0.22,2.6,0.6754945267082159,0.24141702011520197
32,16,10,3.0,10,0.15,1.8,0.6754946840532772,0.2413440022792802
40,16,20,3.0,10,0.15,2.2,0.6754991767428616,0.24143671337370448
32,20,15,3.0,10,0.22,2.6,0.6755014453555799,0.24145526043914545
32,12,20,3.0,6,0.22,1.8,0.675503087650388,0.24135352049249367
32,12,10,2.0,14,0.15,1.8,0.6755037057893273,0.24134862125686224
32,16,20,3.0,10,0.18,2.6,0.6755051987803213,0.24141686919600666
36,16,20,2.0,14,0.22,2.2,0.675505318337354,0.2414665437067017
40,12,20,2.0,10,0.15,1.8,0.6755063083951939,0.24138940290939281
40,16,15,1.5,10,0.18,2.2,0.6755064085817971,0.24141027033696608
36,20,20,3.0,14,0.22,2.6,0.6755065014287179,0.24156471102806665
40,16,20,2.5,14,0.18,1.8,0.6755066549931613,0.24149639466565256
36,20,15,3.0,10,0.22,1.8,0.6755079135386021,0.24145881936505764
36,12,10,1.5,6,0.18,1.8,0.6755081247712146,0.24132872587428306
36,20,10,3.0,10,0.18,1.8,0.6755091725765537,0.2414060029555891
36,16,15,2.0,10,0.18,2.2,0.6755094987699798,0.24139788002793905
36,12,25,2.5,14,0.18,1.8,0.6755102248866754,0.24145376484529824
28,12,15,2.5,10,0.18,2.6,0.6755109798489694,0.24135430096771165
28,16,10,3.0,10,0.22,2.2,0.6755114951012365,0.24137799060973172
36,16,20,3.0,10,0.15,2.6,0.6755132670365074,0.24142436367850148
40,12,25,2.0,10,0.18,2.2,0.6755145629546776,0.24144685282025505
28,12,20,3.0,14,0.15,2.6,0.6755146635961005,0.24138655605987872
32,12,10,2.0,6,0.18,2.2,0.6755162777338071,0.24132964372622479
36,12,25,2.0,14,0.18,2.6,0.6755163303097533,0.24145579246183052
40,20,20,3.0,14,0.22,2.2,0.6755168072589853,0.24161539355462783
28,12,20,3.0,10,0.18,2.2,0.6755182660628624,0.2413686774221794
36,16,15,2.5,6,0.18,2.6,0.6755191482252073,0.24138239976672407
32,12,10,2.0,10,0.15,2.2,0.6755195960174584,0.24134457323593744
32,16,10,3.0,6,0.22,1.8,0.6755198743594858,0.24135441119537823
36,12,25,1.5,14,0.22,2.6,0.6755209303640992,0.24145512066399002
36,16,10,2.0,10,0.15,2.2,0.6755238429982308,0.24137253304308462
32,12,25,2.0,14,0.22,2.6,0.6755243611575988,0.2414383815684708
32,16,15,2.0,14,0.22,2.6,0.675525153776105,0.24142684176947082
36,12,20,1.5,6,0.22,2.6,0.6755253282593638,0.2414125293574599
28,12,15,2.5,10,0.22,1.8,0.6755263726537925,0.24136144613639404
36,12,15,1.5,10,0.18,1.8,0.6755272307772585,0.2413737136148864
32,12,25,3.0,14,0.15,2.2,0.6755273918191594,0.24143126296193532
32,12,20,2.5,10,0.18,1.8,0.6755274333051772,0.24137840119159332
36,12,15,1.5,14,0.15,2.2,0.6755298581687338,0.24138928988042435
36,12,25,3.0,6,0.22,2.2,0.6755314993845988,0.24143498148371012
32,12,25,2.5,10,0.18,2.6,0.675532995106396,0.24141292580879517
32,16,15,2.5,10,0.22,1.8,0.6755343709424019,0.24140494656537
32,12,15,2.5,6,0.18,1.8,0.6755344162139256,0.24132641005351146
32,16,15,3.0,10,0.18,1.8,0.6755362751911106,0.24139164588591866
40,20,10,2.0,6,0.22,2.2,0.6755378625101849,0.24143404412305836
32,16,10,2.0,14,0.22,2.2,0.6755407508047037,0.24140663320908548
36,16,10,2.0,14,0.15,1.8,0.6755410521621529,0.2413980051635125
32,12,25,3.0,10,0.15,2.6,0.6755429997061988,0.24140432571709716
40,12,25,2.5,6,0.22,2.2,0.6755432684494285,0.2414653592833441
40,16,10,1.5,14,0.15,1.8,0.6755452526640531,0.2414074377729803
40,16,15,2.5,6,0.18,1.8,0.6755468739468679,0.24135945462484698
32,12,20,2.0,14,0.18,2.6,0.6755472128986544,0.24141846851108956
