MatchID,Date,BeyA,BeyB,ScoreA,ScoreB,PreA,PreB,PostA,PostB,arena,elo_arena_updated,MatchType,SeasonID,Tier,Matchday,KBaseA,KBaseB,KEffA,KEffB,ExpA,ExpB,ActA,ActB
M0383,2026-02-26,TyrannoBeat,TyrannoRoar,0,4,927.18,1040.45,915.58,1059.72,Xtreme,Xtreme,exhibition,,,,26.2021,30.4774,33.8634,56.2525,0.3425,0.6575,0.0,1.0
M0384,2026-02-26,ClockMirage,EmperorMight,4,2,948.65,964.12,971.71,941.83,Xtreme,Xtreme,exhibition,,,,30.4774,30.4774,60.9759,58.9429,0.4778,0.5222,0.8559,0.1441
M0385,2026-02-26,ClockMirage,WizardRod,4,2,971.71,954.8,988.31,944.6,Xtreme,Xtreme,exhibition,,,,29.7713,22.5051,50.0528,30.7446,0.5243,0.4757,0.8559,0.1441
M0386,2026-02-26,WolfHunt,SilverWolf,0,5,994.35,998.1,964.19,1011.67,Xtreme,Xtreme,exhibition,,,,30.4774,23.1893,51.57,23.2148,0.4946,0.5054,-0.0901,1.0901
M0387,2026-02-26,TyrannoRoar,CobaltDrake,4,2,1059.72,950.71,1070.75,941.88,Xtreme,Xtreme,exhibition,,,,29.7713,28.4608,54.0797,43.2816,0.6519,0.3481,0.8559,0.1441
M0388,2026-02-26,HellsBrave,EmperorMight,4,0,1020.22,941.83,1037.5,919.8,Xtreme,Xtreme,exhibition,,,,30.4774,29.7713,44.4168,56.6155,0.6109,0.3891,1.0,0.0
M0389,2026-02-26,PerseusDark,CerberusFlame,1,5,992.55,992.13,981.07,1005.62,Xtreme,Xtreme,exhibition,,,,22.5051,20.5841,22.9285,26.9424,0.5006,0.4994,0.0,1.0
M0390,2026-03-01,ValkyrieVolt,SilverWolf,0,4,1107.18,1011.67,1083.49,1029.24,Xtreme,Xtreme,season,S1,3,8,26.7251,22.8386,37.3631,27.7151,0.6341,0.3659,0.0,1.0
M0391,2026-03-01,WizardRod,LeonClaw,0,5,944.6,1023.55,929.53,1034.96,Xtreme,Xtreme,season,S1,3,8,22.1879,22.8386,31.5096,23.86,0.3883,0.6117,-0.0901,1.0901
M0392,2026-03-01,SharkEdge,UnicornSting,3,4,1018.26,978.43,1008.16,987.84,Xtreme,Xtreme,season,S1,3,8,21.3259,22.1879,25.907,24.149,0.5571,0.4429,0.1672,0.8328
M0393,2026-03-01,WhaleWave,CrimsonGaruda,0,4,937.48,959.43,921.89,973.37,Xtreme,Xtreme,season,S1,3,8,22.5051,22.1879,33.2815,29.759,0.4685,0.5315,0.0,1.0
M0394,2026-03-01,RhinoReaper,HellsChain,3,4,1035.4,1008.79,1026.07,1017.13,Xtreme,Xtreme,season,S1,3,8,22.1879,22.1879,25.1385,22.4847,0.5382,0.4618,0.1672,0.8328
M0395,2026-03-01,UnicornSting,WhaleWave,3,5,987.84,921.89,977.32,937.48,Xtreme,Xtreme,season,S1,3,9,21.8861,22.1879,23.4062,34.6602,0.5938,0.4062,0.1441,0.8559
M0396,2026-03-01,CrimsonGaruda,RhinoReaper,5,2,973.37,1026.07,985.15,1015.18,Xtreme,Xtreme,season,S1,3,9,21.8861,21.8861,24.2681,22.4576,0.4247,0.5753,0.9099,0.0901
M0397,2026-03-01,LeonClaw,HellsChain,0,4,1034.96,1017.13,1021.51,1030.32,Xtreme,Xtreme,season,S1,3,9,22.5051,21.8861,25.5967,25.0784,0.5256,0.4744,0.0,1.0
M0398,2026-03-01,SilverWolf,SharkEdge,4,2,1029.24,1008.16,1039.54,1001.06,Xtreme,Xtreme,season,S1,3,9,22.5051,21.0662,31.6258,21.7821,0.5303,0.4697,0.8559,0.1441
M0399,2026-03-01,WizardRod,ValkyrieVolt,0,4,929.53,1083.49,919.83,1091.86,Xtreme,Xtreme,season,S1,3,9,21.8861,26.2021,33.2166,28.6939,0.2919,0.7081,0.0,1.0
M0400,2026-03-01,WeissTiger,PerseusDark,4,0,1028.06,981.07,1039.01,969.87,Xtreme,Xtreme,season,S1,2,8,23.1893,22.1879,25.2977,25.8854,0.5672,0.4328,1.0,0.0
M0401,2026-03-01,KnightMail,WyvernHover,4,0,1035.09,1036.64,1049.58,1019.69,Xtreme,Xtreme,season,S1,2,8,21.8861,26.7251,28.8529,33.7493,0.4978,0.5022,1.0,0.0
M0402,2026-03-01,PhoenixWing,SolEclipse,4,3,961.55,959.99,970.4,949.93,Xtreme,Xtreme,season,S1,2,8,21.599,23.1893,26.7811,30.4422,0.5022,0.4978,0.8328,0.1672
M0403,2026-03-01,DranDagger,HellsReaper,2,5,966.62,996.23,955.47,1005.13,Xtreme,Xtreme,season,S1,2,8,22.1879,22.1879,30.3556,24.2164,0.4575,0.5425,0.0901,0.9099
M0404,2026-03-01,SharkScale,DranBrave,4,0,1106.06,1055.89,1121.17,1043.09,Xtreme,Xtreme,season,S1,2,8,24.3527,21.0662,35.2636,29.8665,0.5717,0.4283,1.0,0.0
M0405,2026-03-01,SolEclipse,DranDagger,3,4,949.93,955.47,939.72,965.67,Xtreme,Xtreme,season,S1,2,9,22.8386,21.8861,31.4285,31.4019,0.492,0.508,0.1672,0.8328
M0406,2026-03-01,HellsReaper,SharkScale,1,5,1005.13,1121.17,997.27,1133.52,Xtreme,Xtreme,season,S1,2,9,21.8861,23.9454,23.1729,36.4524,0.339,0.661,0.0,1.0
M0407,2026-03-01,WyvernHover,DranBrave,2,4,1019.69,1043.09,1010.98,1051.05,Xtreme,Xtreme,season,S1,2,9,26.2021,20.8191,27.0513,24.6925,0.4664,0.5336,0.1441,0.8559
M0408,2026-03-01,PerseusDark,PhoenixWing,4,2,969.87,970.4,979.97,962.22,Xtreme,Xtreme,season,S1,2,9,21.8861,21.3259,28.3145,22.9487,0.4992,0.5008,0.8559,0.1441
M0409,2026-03-01,KnightMail,WeissTiger,2,4,1049.58,1039.01,1038.01,1049.45,Xtreme,Xtreme,season,S1,2,9,21.599,22.8386,31.1691,28.1319,0.5152,0.4848,0.1441,0.8559
M0410,2026-03-01,ImpactDrake,ScorpioSpear,4,1,1129.06,1080.04,1136.44,1070.32,Xtreme,Xtreme,season,S1,1,8,19.9456,21.8861,21.6987,28.5867,0.5701,0.4299,0.9099,0.0901
M0411,2026-03-01,LeonCrest,ViperTail,0,6,1085.27,1017.96,1063.65,1035.27,Xtreme,Xtreme,season,S1,1,8,22.1879,22.1879,29.2199,23.4064,0.5957,0.4043,-0.1441,1.1441
M0412,2026-03-01,FoxBrush,CerberusFlame,5,0,1069.73,1005.62,1081.28,994.74,Xtreme,Xtreme,season,S1,1,8,20.5841,20.3605,23.1577,21.7999,0.5912,0.4088,1.0901,-0.0901
M0413,2026-03-01,TuskMammoth,CobaltDragoon,5,0,1088.02,1056.95,1102.62,1044.73,Xtreme,Xtreme,season,S1,1,8,18.7804,21.599,26.7809,22.405,0.5446,0.4554,1.0901,-0.0901
M0414,2026-03-01,GolemRock,DranSword,2,4,1083.64,1055.68,1075.14,1065.61,Xtreme,Xtreme,season,S1,1,8,20.1478,21.3259,21.4619,25.0681,0.5401,0.4599,0.1441,0.8559
M0415,2026-03-01,CerberusFlame,TuskMammoth,4,3,994.74,1102.62,1006.81,1092.26,Xtreme,Xtreme,season,S1,1,9,20.1478,18.6448,24.9681,21.4449,0.3495,0.6505,0.8328,0.1672
M0416,2026-03-01,CobaltDragoon,GolemRock,3,4,1044.73,1075.14,1037.15,1081.43,Xtreme,Xtreme,season,S1,1,9,21.3259,19.9456,26.2073,21.7538,0.4563,0.5437,0.1672,0.8328
M0417,2026-03-01,ViperTail,DranSword,4,1,1035.27,1065.61,1048.31,1053.31,Xtreme,Xtreme,season,S1,1,9,21.8861,21.0662,28.757,27.1246,0.4564,0.5436,0.9099,0.0901
M0418,2026-03-01,ScorpioSpear,FoxBrush,3,4,1070.32,1081.28,1062.61,1088.25,Xtreme,Xtreme,season,S1,1,9,21.599,20.3605,24.3405,21.9711,0.4842,0.5158,0.1672,0.8328
M0419,2026-03-01,LeonCrest,ImpactDrake,4,3,1063.65,1136.44,1073.29,1126.14,Xtreme,Xtreme,season,S1,1,9,21.8861,19.7531,22.0983,23.6146,0.3968,0.6032,0.8328,0.1672
