MatchID,Date,BeyA,BeyB,ScoreA,ScoreB,MatchType,SeasonID,Tier,Matchday,arena
M0314,2026-02-13,PhoenixWing,ValkyrieVolt,0,5,tournament_quarter,,,,DropAttack
M0315,2026-02-13,TuskMammoth,LeonCrest,0,4,tournament_quarter,,,,DropAttack
M0316,2026-02-13,WizardArc,CobaltDrake,4,2,tournament_semi,,,,DropAttack
M0317,2026-02-13,ValkyrieVolt,LeonCrest,5,2,tournament_semi,,,,DropAttack
M0318,2026-02-13,CobaltDrake,LeonCrest,4,1,tournament_semi,,,,DropAttack
M0319,2026-02-13,WizardArc,ValkyrieVolt,3,8,tournament_final,,,,DropAttack
M0320,2026-02-13,WizardRod,HellsChain,0,4,season,S1,3,4,Xtreme
M0321,2026-02-13,SilverWolf,CrimsonGaruda,0,4,season,S1,3,4,Xtreme
M0322,2026-02-13,UnicornSting,LeonClaw,0,4,season,S1,3,4,Xtreme
M0323,2026-02-13,ValkyrieVolt,RhinoReaper,5,3,season,S1,3,4,Xtreme
M0324,2026-02-13,SharkEdge,WhaleWave,4,1,season,S1,3,4,Xtreme
M0325,2026-02-13,KnightMail,DranBrave,2,4,season,S1,2,4,Xtreme
M0326,2026-02-13,PerseusDark,HellsReaper,4,0,season,S1,2,4,Xtreme
M0327,2026-02-13,SolEclipse,WyvernHover,4,1,season,S1,2,4,Xtreme
M0328,2026-02-13,WeissTiger,SharkScale,4,3,season,S1,2,4,Xtreme
M0329,2026-02-13,PhoenixWing,DranDagger,1,4,season,S1,2,4,Xtreme
M0330,2026-02-13,LeonCrest,DranSword,4,0,season,S1,1,4,Xtreme
M0331,2026-02-13,ScorpioSpear,CobaltDragoon,4,0,season,S1,1,4,Xtreme
M0332,2026-02-13,CerberusFlame,ViperTail,4,0,season,S1,1,4,Xtreme
M0333,2026-02-13,ImpactDrake,GolemRock,4,0,season,S1,1,4,Xtreme
M0334,2026-02-13,FoxBrush,TuskMammoth,2,6,season,S1,1,4,Xtreme
M0335,2026-02-26,RhinoReaper,SharkEdge,3,4,season,S1,3,5,Xtreme
M0336,2026-02-26,LeonClaw,WhaleWave,2,4,season,S1,3,5,Xtreme
M0337,2026-02-26,HellsChain,ValkyrieVolt,0,5,season,S1,3,5,Xtreme
M0338,2026-02-26,CrimsonGaruda,WizardRod,2,4,season,S1,3,5,Xtreme
M0339,2026-02-26,UnicornSting,SilverWolf,3,5,season,S1,3,5,Xtreme
M0340,2026-02-26,SharkScale,PhoenixWing,4,0,season,S1,2,5,Xtreme
M0341,2026-02-26,WyvernHover,DranDagger,5,2,season,S1,2,5,Xtreme
M0342,2026-02-26,DranBrave,WeissTiger,4,3,season,S1,2,5,Xtreme
M0343,2026-02-26,HellsReaper,KnightMail,3,4,season,S1,2,5,Xtreme
M0344,2026-02-26,SolEclipse,PerseusDark,2,5,season,S1,2,5,Xtreme
M0345,2026-02-26,GolemRock,FoxBrush,3,4,season,S1,1,5,Xtreme
M0346,2026-02-26,ViperTail,TuskMammoth,5,0,season,S1,1,5,Xtreme
M0347,2026-02-26,DranSword,ImpactDrake,2,4,season,S1,1,5,Xtreme
M0348,2026-02-26,CobaltDragoon,LeonCrest,0,4,season,S1,1,5,Xtreme
M0349,2026-02-26,CerberusFlame,ScorpioSpear,3,4,season,S1,1,5,Xtreme
M0350,2026-02-26,ScorpioSpear,ViperTail,0,5,season,S1,1,6,Xtreme
M0351,2026-02-26,LeonCrest,CerberusFlame,4,1,season,S1,1,6,Xtreme
M0352,2026-02-26,ImpactDrake,CobaltDragoon,2,4,season,S1,1,6,Xtreme
M0353,2026-02-26,FoxBrush,DranSword,1,5,season,S1,1,6,Xtreme
M0354,2026-02-26,TuskMammoth,GolemRock,0,4,season,S1,1,6,Xtreme
M0355,2026-02-26,PerseusDark,WyvernHover,0,4,season,S1,2,6,Xtreme
M0356,2026-02-26,KnightMail,SolEclipse,4,0,season,S1,2,6,Xtreme
M0357,2026-02-26,WeissTiger,HellsReaper,0,4,season,S1,2,6,Xtreme
M0358,2026-02-26,PhoenixWing,DranBrave,0,5,season,S1,2,6,Xtreme
M0359,2026-02-26,DranDagger,SharkScale,2,5,season,S1,2,6,Xtreme
M0360,2026-02-26,SilverWolf,LeonClaw,2,5,season,S1,3,6,Xtreme
M0361,2026-02-26,WizardRod,UnicornSting,2,4,season,S1,3,6,Xtreme
M0362,2026-02-26,ValkyrieVolt,CrimsonGaruda,6,3,season,S1,3,6,Xtreme
M0363,2026-02-26,SharkEdge,HellsChain,4,0,season,S1,3,6,Xtreme
M0364,2026-02-26,WhaleWave,RhinoReaper,0,4,season,S1,3,6,Xtreme
M0365,2026-02-26,LeonClaw,RhinoReaper,1,5,season,S1,3,7,Xtreme
M0366,2026-02-26,HellsChain,WhaleWave,5,0,season,S1,3,7,Xtreme
M0367,2026-02-26,CrimsonGaruda,SharkEdge,2,5,season,S1,3,7,Xtreme
M0368,2026-02-26,UnicornSting,ValkyrieVolt,2,4,season,S1,3,7,Xtreme
M0369,2026-02-26,SilverWolf,WizardRod,4,0,season,S1,3,7,Xtreme
M0370,2026-02-26,WyvernHover,SharkScale,2,4,season,S1,2,7,Xtreme
M0371,2026-02-26,DranBrave,DranDagger,4,2,season,S1,2,7,Xtreme
M0372,2026-02-26,HellsReaper,PhoenixWing,2,4,season,S1,2,7,Xtreme
M0373,2026-02-26,SolEclipse,WeissTiger,0,4,season,S1,2,7,Xtreme
M0374,2026-02-26,PerseusDark,KnightMail,0,4,season,S1,2,7,Xtreme
M0375,2026-02-26,ViperTail,GolemRock,2,5,season,S1,1,7,Xtreme
M0376,2026-02-26,DranSword,TuskMammoth,5,0,season,S1,1,7,Xtreme
M0377,2026-02-26,CobaltDragoon,FoxBrush,1,5,season,S1,1,7,Xtreme
M0378,2026-02-26,CerberusFlame,ImpactDrake,3,5,season,S1,1,7,Xtreme
M0379,2026-02-26,ScorpioSpear,LeonCrest,5,2,season,S1,1,7,Xtreme
M0380,2026-02-26,HellsBrave,TyrannoRoar,3,6,exhibition,,,,Xtreme
M0381,2026-02-26,TyrannoRoar,ClockMirage,4,0,exhibition,,,,Xtreme
M0382,2026-02-26,ClockMirage,HellsBrave,0,5,exhibition,,,,Xtreme
M0383,2026-02-26,TyrannoBeat,TyrannoRoar,0,4,exhibition,,,,Xtreme
M0384,2026-02-26,ClockMirage,EmperorMight,4,2,exhibition,,,,Xtreme
M0385,2026-02-26,ClockMirage,WizardRod,4,2,exhibition,,,,Xtreme
M0386,2026-02-26,WolfHunt,SilverWolf,0,5,exhibition,,,,Xtreme
M0387,2026-02-26,TyrannoRoar,CobaltDrake,4,2,exhibition,,,,Xtreme
M0388,2026-02-26,HellsBrave,EmperorMight,4,0,exhibition,,,,Xtreme
M0389,2026-02-26,PerseusDark,CerberusFlame,1,5,exhibition,,,,Xtreme
M0390,2026-03-01,ValkyrieVolt,SilverWolf,0,4,season,S1,3,8,Xtreme
M0391,2026-03-01,WizardRod,LeonClaw,0,5,season,S1,3,8,Xtreme
M0392,2026-03-01,SharkEdge,UnicornSting,3,4,season,S1,3,8,Xtreme
M0393,2026-03-01,WhaleWave,CrimsonGaruda,0,4,season,S1,3,8,Xtreme
M0394,2026-03-01,RhinoReaper,HellsChain,3,4,season,S1,3,8,Xtreme
M0395,2026-03-01,UnicornSting,WhaleWave,3,5,season,S1,3,9,Xtreme
M0396,2026-03-01,CrimsonGaruda,RhinoReaper,5,2,season,S1,3,9,Xtreme
M0397,2026-03-01,LeonClaw,HellsChain,0,4,season,S1,3,9,Xtreme
M0398,2026-03-01,SilverWolf,SharkEdge,4,2,season,S1,3,9,Xtreme
M0399,2026-03-01,WizardRod,ValkyrieVolt,0,4,season,S1,3,9,Xtreme
M0400,2026-03-01,WeissTiger,PerseusDark,4,0,season,S1,2,8,Xtreme
M0401,2026-03-01,KnightMail,WyvernHover,4,0,season,S1,2,8,Xtreme
M0402,2026-03-01,PhoenixWing,SolEclipse,4,3,season,S1,2,8,Xtreme
M0403,2026-03-01,DranDagger,HellsReaper,2,5,season,S1,2,8,Xtreme
M0404,2026-03-01,SharkScale,DranBrave,4,0,season,S1,2,8,Xtreme
M0405,2026-03-01,SolEclipse,DranDagger,3,4,season,S1,2,9,Xtreme
M0406,2026-03-01,HellsReaper,SharkScale,1,5,season,S1,2,9,Xtreme
M0407,2026-03-01,WyvernHover,DranBrave,2,4,season,S1,2,9,Xtreme
M0408,2026-03-01,PerseusDark,PhoenixWing,4,2,season,S1,2,9,Xtreme
M0409,2026-03-01,KnightMail,WeissTiger,2,4,season,S1,2,9,Xtreme
M0410,2026-03-01,ImpactDrake,ScorpioSpear,4,1,season,S1,1,8,Xtreme
M0411,2026-03-01,LeonCrest,ViperTail,0,6,season,S1,1,8,Xtreme
M0412,2026-03-01,FoxBrush,CerberusFlame,5,0,season,S1,1,8,Xtreme
M0413,2026-03-01,TuskMammoth,CobaltDragoon,5,0,season,S1,1,8,Xtreme
M0414,2026-03-01,GolemRock,DranSword,2,4,season,S1,1,8,Xtreme
M0415,2026-03-01,CerberusFlame,TuskMammoth,4,3,season,S1,1,9,Xtreme
M0416,2026-03-01,CobaltDragoon,GolemRock,3,4,season,S1,1,9,Xtreme
M0417,2026-03-01,ViperTail,DranSword,4,1,season,S1,1,9,Xtreme
M0418,2026-03-01,ScorpioSpear,FoxBrush,3,4,season,S1,1,9,Xtreme
M0419,2026-03-01,LeonCrest,ImpactDrake,4,3,season,S1,1,9,Xtreme
M0420,2026-03-20,LeonCrest,ValkyrieVolt,0,4,season_cup,S1,,,Xtreme
M0421,2026-03-20,ScorpioSpear,SharkScale,3,5,season_cup,S1,,,Xtreme
M0422,2026-03-20,ImpactDrake,WeissTiger,4,0,season_cup,S1,,,Xtreme
M0423,2026-03-20,TuskMammoth,KnightMail,6,0,season_cup,S1,,,Xtreme
M0424,2026-03-20,LeonCrest,ScorpioSpear,5,1,season_cup,S1,,,Xtreme
M0425,2026-03-20,WeissTiger,KnightMail,4,1,season_cup,S1,,,Xtreme
M0426,2026-03-20,ValkyrieVolt,SharkScale,5,1,season_cup_quarter,S1,,,Xtreme
M0427,2026-03-20,ImpactDrake,TuskMammoth,5,2,season_cup_quarter,S1,,,Xtreme
M0428,2026-03-20,SharkScale,WeissTiger,6,2,season_cup_quarter,S1,,,Xtreme
M0429,2026-03-20,TuskMammoth,LeonCrest,5,3,season_cup_quarter,S1,,,Xtreme
M0430,2026-03-20,TuskMammoth,SharkScale,6,2,season_cup_semi,S1,,,Xtreme
M0431,2026-03-20,ValkyrieVolt,ImpactDrake,2,5,season_cup_semi,S1,,,Xtreme
M0432,2026-03-20,KnightMail,ScorpioSpear,5,0,season_cup,S1,,,Xtreme
M0433,2026-03-20,LeonCrest,WeissTiger,4,3,season_cup,S1,,,Xtreme
M0434,2026-03-20,ValkyrieVolt,TuskMammoth,2,5,season_cup_semi,S1,,,Xtreme
M0435,2026-03-20,ImpactDrake,TuskMammoth,7,2,season_cup_final,S1,,,Xtreme
M0436,2026-03-20,TyrannoRoar,CobaltDrake,2,5,qualification,S2,,,Xtreme
M0437,2026-03-20,HellsBrave,WizardRod,5,0,qualification,S2,,,Xtreme
M0438,2026-03-20,ClockMirage,EmperorMight,0,4,qualification,S2,,,Xtreme
M0439,2026-03-20,UnicornSting,BlackShell,2,4,qualification,S2,,,Xtreme
M0440,2026-03-20,WolfHunt,TyrannoBeat,4,0,qualification,S2,,,Xtreme
M0441,2026-03-20,DranBuster,PegasusBlast,0,4,qualification,S2,,,Xtreme
M0442,2026-03-20,PhoenixRudder,WizardArc,4,0,qualification,S2,,,Xtreme
M0443,2026-03-20,CrimsonGaruda,HellsHammer,5,0,qualification,S2,,,Xtreme
M0444,2026-03-20,WhaleWave,WizardArrow,4,2,qualification,S2,,,Xtreme
M0445,2026-03-20,WhaleFlame,SamuraiSaber,4,2,qualification,S2,,,Xtreme
M0446,2026-03-20,HellsBrave,WhaleFlame,4,1,qualification,S2,,,Xtreme
M0447,2026-03-20,WolfHunt,CobaltDrake,4,2,qualification,S2,,,Xtreme
M0448,2026-03-20,PhoenixRudder,EmperorMight,4,2,qualification,S2,,,Xtreme
M0449,2026-03-20,CrimsonGaruda,BlackShell,4,2,qualification,S2,,,Xtreme
M0450,2026-03-20,WhaleWave,PegasusBlast,1,4,qualification,S2,,,Xtreme
M0451,2026-03-20,TyrannoRoar,TyrannoBeat,4,0,qualification,S2,,,Xtreme
M0452,2026-03-20,ClockMirage,WizardArc,2,4,qualification,S2,,,Xtreme
M0453,2026-03-20,UnicornSting,HellsHammer,3,4,qualification,S2,,,Xtreme
M0454,2026-03-20,DranBuster,WizardArrow,0,4,qualification,S2,,,Xtreme
M0455,2026-03-20,WizardRod,SamuraiSaber,5,0,qualification,S2,,,Xtreme
M0456,2026-03-20,HellsBrave,PhoenixRudder,4,0,qualification,S2,,,Xtreme
M0457,2026-03-20,WolfHunt,CrimsonGaruda,5,0,qualification,S2,,,Xtreme
M0458,2026-03-20,PegasusBlast,CobaltDrake,3,5,qualification,S2,,,Xtreme
M0459,2026-03-20,WhaleWave,BlackShell,4,0,qualification,S2,,,Xtreme
M0460,2026-03-20,TyrannoRoar,HellsHammer,0,4,qualification,S2,,,Xtreme
M0461,2026-03-20,WhaleFlame,WizardArc,0,4,qualification,S2,,,Xtreme
M0462,2026-03-20,WizardRod,EmperorMight,0,4,qualification,S2,,,Xtreme
M0463,2026-03-20,ClockMirage,WizardArrow,5,2,qualification,S2,,,Xtreme
M0464,2026-03-20,CrimsonGaruda,HellsHammer,3,5,qualification,S2,,,Xtreme
M0465,2026-03-20,CobaltDrake,PegasusBlast,5,0,qualification,S2,,,Xtreme
M0466,2026-03-20,PhoenixRudder,WhaleWave,4,2,qualification,S2,,,Xtreme
M0467,2026-03-20,EmperorMight,WizardArc,2,4,qualification,S2,,,Xtreme
M0468,2026-04-03,WizardArc,DranDagger,4,0,season,S2,4,1,Xtreme
M0469,2026-04-03,SolEclipse,PhoenixRudder,4,3,season,S2,4,1,Xtreme
M0470,2026-04-03,WolfHunt,CobaltDrake,4,2,season,S2,4,1,Xtreme
M0471,2026-04-03,HellsBrave,HellsHammer,4,1,season,S2,4,1,Xtreme
M0472,2026-04-03,PhoenixWing,PerseusDark,0,5,season,S2,3,1,Xtreme
M0473,2026-04-03,HellsReaper,SharkEdge,4,0,season,S2,3,1,Xtreme
M0474,2026-04-03,SilverWolf,RhinoReaper,3,5,season,S2,3,1,Xtreme
M0475,2026-04-03,LeonClaw,HellsChain,4,2,season,S2,3,1,Xtreme
M0476,2026-04-03,WyvernHover,CobaltDragoon,0,5,season,S2,2,1,Xtreme
M0477,2026-04-03,DranSword,ViperTail,3,4,season,S2,2,1,Xtreme
M0478,2026-04-03,WeissTiger,CerberusFlame,0,5,season,S2,2,1,Xtreme
M0479,2026-04-03,KnightMail,DranBrave,0,6,season,S2,2,1,Xtreme
M0480,2026-04-03,ScorpioSpear,ImpactDrake,2,4,season,S2,1,1,Xtreme
M0481,2026-04-03,SharkScale,LeonCrest,5,2,season,S2,1,1,Xtreme
M0482,2026-04-03,ValkyrieVolt,GolemRock,4,3,season,S2,1,1,Xtreme
M0483,2026-04-03,TuskMammoth,FoxBrush,3,4,season,S2,1,1,Xtreme
M0484,2026-04-03,HellsHammer,WizardArc,3,4,season,S2,4,2,Xtreme
M0485,2026-04-03,PhoenixRudder,WolfHunt,4,2,season,S2,4,2,Xtreme
M0486,2026-04-03,DranDagger,SolEclipse,2,5,season,S2,4,2,Xtreme
M0487,2026-04-03,RhinoReaper,LeonClaw,4,2,season,S2,3,2,Xtreme
M0488,2026-04-03,HellsChain,PhoenixWing,5,0,season,S2,3,2,Xtreme
M0489,2026-04-03,SharkEdge,SilverWolf,0,4,season,S2,3,2,Xtreme
M0490,2026-04-03,PerseusDark,HellsReaper,5,2,season,S2,3,2,Xtreme
M0491,2026-04-03,CerberusFlame,KnightMail,4,2,season,S2,2,2,Xtreme
M0492,2026-04-03,DranBrave,WyvernHover,5,0,season,S2,2,2,Xtreme
M0493,2026-04-03,ViperTail,WeissTiger,2,5,season,S2,2,2,Xtreme
M0494,2026-04-03,CobaltDragoon,DranSword,2,4,season,S2,2,2,Xtreme
M0495,2026-04-03,GolemRock,TuskMammoth,1,5,season,S2,1,2,Xtreme
M0496,2026-04-03,FoxBrush,ScorpioSpear,6,1,season,S2,1,2,Xtreme
M0497,2026-04-03,LeonCrest,ValkyrieVolt,0,4,season,S2,1,2,Xtreme
M0498,2026-04-03,ImpactDrake,SharkScale,4,3,season,S2,1,2,Xtreme
M0499,2026-04-25,SamuraiSteel,SamuraiCalibur,4,1,exhibition,,,,DoubleXtreme
M0500,2026-04-25,SamuraiSteel,TriceraPress,0,4,exhibition,,,,DoubleXtreme
M0501,2026-04-25,TriceraPress,CobaltDrake,3,4,exhibition,,,,DoubleXtreme
M0502,2026-04-25,CobaltDrake,SamuraiSteel,4,3,exhibition,,,,DoubleXtreme
M0503,2026-04-25,CobaltDrake,SamuraiCalibur,5,1,exhibition,,,,DoubleXtreme
M0504,2026-04-25,TriceraPress,SamuraiCalibur,5,1,exhibition,,,,DoubleXtreme
M0505,2026-04-25,CobaltDrake,HellsBrave,0,5,season,S2,4,2,Xtreme
M0506,2026-04-25,HellsBrave,PhoenixRudder,4,1,season,S2,4,3,Xtreme
M0507,2026-04-25,WolfHunt,DranDagger,0,5,season,S2,4,3,Xtreme
M0508,2026-04-25,WizardArc,SolEclipse,4,0,season,S2,4,3,Xtreme
M0509,2026-04-25,HellsHammer,CobaltDrake,4,2,season,S2,4,3,Xtreme
M0510,2026-04-25,LeonClaw,SharkEdge,5,2,season,S2,3,3,Xtreme
M0511,2026-04-25,SilverWolf,PerseusDark,4,0,season,S2,3,3,Xtreme
M0512,2026-04-25,PhoenixWing,HellsReaper,2,5,season,S2,3,3,Xtreme
M0513,2026-04-25,HellsChain,RhinoReaper,4,1,season,S2,3,3,Xtreme
M0514,2026-04-25,KnightMail,ViperTail,4,0,season,S2,2,3,Xtreme
M0515,2026-04-25,WeissTiger,CobaltDragoon,5,2,season,S2,2,3,Xtreme
M0516,2026-04-25,WyvernHover,DranSword,3,4,season,S2,2,3,Xtreme
M0517,2026-04-25,DranBrave,CerberusFlame,4,3,season,S2,2,3,Xtreme
M0518,2026-04-25,TuskMammoth,LeonCrest,4,2,season,S2,1,3,Xtreme
M0519,2026-04-25,ValkyrieVolt,ImpactDrake,4,1,season,S2,1,3,Xtreme
M0520,2026-04-25,ScorpioSpear,SharkScale,4,3,season,S2,1,3,Xtreme
M0521,2026-04-25,FoxBrush,GolemRock,4,0,season,S2,1,3,Xtreme
M0522,2026-04-25,SolEclipse,WolfHunt,3,5,season,S2,4,4,Xtreme
M0523,2026-04-25,PhoenixRudder,HellsHammer,5,2,season,S2,4,4,Xtreme
M0524,2026-04-25,DranDagger,HellsBrave,2,5,season,S2,4,4,Xtreme
M0525,2026-04-25,CobaltDrake,WizardArc,4,0,season,S2,4,4,Xtreme
M0526,2026-04-25,HellsReaper,SilverWolf,2,4,season,S2,3,4,Xtreme
M0527,2026-04-25,SharkEdge,HellsChain,3,4,season,S2,3,4,Xtreme
M0528,2026-04-25,PerseusDark,LeonClaw,4,2,season,S2,3,4,Xtreme
M0529,2026-04-25,RhinoReaper,PhoenixWing,0,5,season,S2,3,4,Xtreme
M0530,2026-04-25,DranSword,WeissTiger,5,1,season,S2,2,4,Xtreme
M0531,2026-04-25,ViperTail,DranBrave,4,0,season,S2,2,4,Xtreme
M0532,2026-04-25,CobaltDragoon,KnightMail,5,2,season,S2,2,4,Xtreme
M0533,2026-04-25,CerberusFlame,WyvernHover,4,1,season,S2,2,4,Xtreme
M0534,2026-04-25,SharkScale,ValkyrieVolt,2,4,season,S2,1,4,Xtreme
M0535,2026-04-25,LeonCrest,FoxBrush,6,1,season,S2,1,4,Xtreme
M0536,2026-04-25,ImpactDrake,TuskMammoth,3,5,season,S2,1,4,Xtreme
M0537,2026-04-25,GolemRock,ScorpioSpear,2,4,season,S2,1,4,Xtreme
M0538,2026-05-02,CobaltDrake,PhoenixRudder,2,4,season,S2,4,5,Xtreme
M0539,2026-05-02,HellsBrave,SolEclipse,5,2,season,S2,4,5,Xtreme
M0540,2026-05-02,HellsHammer,DranDagger,4,0,season,S2,4,5,Xtreme
M0541,2026-05-02,WizardArc,WolfHunt,4,0,season,S2,4,5,Xtreme
M0542,2026-05-02,RhinoReaper,SharkEdge,2,4,season,S2,3,5,Xtreme
M0543,2026-05-02,LeonClaw,HellsReaper,4,3,season,S2,3,5,Xtreme
M0544,2026-05-02,HellsChain,PerseusDark,1,4,season,S2,3,5,Xtreme
M0545,2026-05-02,PhoenixWing,SilverWolf,4,1,season,S2,3,5,Xtreme
M0546,2026-05-02,CerberusFlame,ViperTail,4,1,season,S2,2,5,Xtreme
M0547,2026-05-02,KnightMail,DranSword,2,5,season,S2,2,5,Xtreme
M0548,2026-05-02,DranBrave,CobaltDragoon,0,4,season,S2,2,5,Xtreme
M0549,2026-05-02,WyvernHover,WeissTiger,3,4,season,S2,2,5,Xtreme
M0550,2026-05-02,GolemRock,LeonCrest,0,5,season,S2,1,5,Xtreme
M0551,2026-05-02,TuskMammoth,SharkScale,4,0,season,S2,1,5,Xtreme
M0552,2026-05-02,FoxBrush,ImpactDrake,4,2,season,S2,1,5,Xtreme
M0553,2026-05-02,ScorpioSpear,ValkyrieVolt,5,0,season,S2,1,5,Xtreme
M0554,2026-05-02,SolEclipse,HellsHammer,1,4,season,S2,4,6,Xtreme
M0555,2026-05-02,DranDagger,CobaltDrake,3,4,season,S2,4,6,Xtreme
M0556,2026-05-02,PhoenixRudder,WizardArc,5,1,season,S2,4,6,Xtreme
M0557,2026-05-02,WolfHunt,HellsBrave,4,0,season,S2,4,6,Xtreme
M0558,2026-05-02,HellsReaper,HellsChain,5,0,season,S2,3,6,Xtreme
M0559,2026-05-02,PerseusDark,RhinoReaper,2,4,season,S2,3,6,Xtreme
M0560,2026-05-02,SharkEdge,PhoenixWing,0,4,season,S2,3,6,Xtreme
M0561,2026-05-02,SilverWolf,LeonClaw,4,2,season,S2,3,6,Xtreme
M0562,2026-05-02,DranSword,DranBrave,5,3,season,S2,2,6,Xtreme
M0563,2026-05-02,CobaltDragoon,CerberusFlame,4,0,season,S2,2,6,Xtreme
M0564,2026-05-02,ViperTail,WyvernHover,5,3,season,S2,2,6,Xtreme
M0565,2026-05-02,WeissTiger,KnightMail,6,3,season,S2,2,6,Xtreme
M0566,2026-05-02,SharkScale,FoxBrush,4,0,season,S2,1,6,Xtreme
M0567,2026-05-02,ImpactDrake,GolemRock,4,1,season,S2,1,6,Xtreme
M0568,2026-05-02,LeonCrest,ScorpioSpear,4,2,season,S2,1,6,Xtreme
M0569,2026-05-02,ValkyrieVolt,TuskMammoth,0,4,season,S2,1,6,Xtreme
M0570,2026-05-02,HellsHammer,WolfHunt,4,1,season,S2,4,7,Xtreme
M0571,2026-05-02,WizardArc,HellsBrave,0,5,season,S2,4,7,Xtreme
M0572,2026-05-02,CobaltDrake,SolEclipse,2,5,season,S2,4,7,Xtreme
M0573,2026-05-02,PhoenixRudder,DranDagger,0,4,season,S2,4,7,Xtreme
M0574,2026-05-02,HellsChain,SilverWolf,4,1,season,S2,3,7,Xtreme
M0575,2026-05-02,PhoenixWing,LeonClaw,4,3,season,S2,3,7,Xtreme
M0576,2026-05-02,RhinoReaper,HellsReaper,5,3,season,S2,3,7,Xtreme
M0577,2026-05-02,SharkEdge,PerseusDark,4,1,season,S2,3,7,Xtreme
M0578,2026-05-02,DranBrave,WeissTiger,4,0,season,S2,2,7,Xtreme
M0579,2026-05-02,WyvernHover,KnightMail,2,6,season,S2,2,7,Xtreme
M0580,2026-05-02,CerberusFlame,DranSword,2,4,season,S2,2,7,Xtreme
M0581,2026-05-02,ViperTail,CobaltDragoon,4,0,season,S2,2,7,Xtreme
M0582,2026-05-02,FoxBrush,ValkyrieVolt,4,2,season,S2,1,7,Xtreme
M0583,2026-05-02,ScorpioSpear,TuskMammoth,5,1,season,S2,1,7,Xtreme
M0584,2026-05-02,GolemRock,SharkScale,2,4,season,S2,1,7,Xtreme
M0585,2026-05-02,LeonCrest,ImpactDrake,0,4,season,S2,1,7,Xtreme
M0586,2026-05-02,HellsReaper,HellsHammer,8,5,relegation,S2,,,Xtreme
M0587,2026-05-02,WeissTiger,PerseusDark,9,5,relegation,S2,,,Xtreme
M0588,2026-05-02,LeonCrest,CobaltDragoon,3,7,relegation,S2,,,Xtreme
M0589,2026-05-10,TuskMammoth,HellsBrave,4,0,season_cup,S3,,,Xtreme
M0590,2026-05-10,ImpactDrake,DranSword,2,4,season_cup,S3,,,Xtreme
M0591,2026-05-10,FoxBrush,SilverWolf,5,1,season_cup,S3,,,Xtreme
M0592,2026-05-10,ScorpioSpear,CobaltDragoon,1,4,season_cup,S3,,,Xtreme
M0593,2026-05-10,HellsBrave,ImpactDrake,4,2,season_cup,S3,,,Xtreme
M0594,2026-05-10,SilverWolf,ScorpioSpear,1,4,season_cup,S3,,,Xtreme
M0595,2026-05-10,TuskMammoth,DranSword,4,1,season_cup_quarter,S3,,,Xtreme
M0596,2026-05-10,FoxBrush,CobaltDragoon,4,2,season_cup_quarter,S3,,,Xtreme
M0597,2026-05-10,DranSword,ScorpioSpear,4,2,season_cup_quarter,S3,,,Xtreme
M0598,2026-05-10,CobaltDragoon,HellsBrave,4,0,season_cup_quarter,S3,,,Xtreme
M0599,2026-05-10,CobaltDragoon,DranSword,2,6,season_cup_semi,S3,,,Xtreme
M0600,2026-05-10,TuskMammoth,FoxBrush,0,4,season_cup_semi,S3,,,Xtreme
M0601,2026-05-10,SilverWolf,ImpactDrake,4,2,season_cup,S3,,,Xtreme
M0602,2026-05-10,HellsBrave,ScorpioSpear,4,0,season_cup,S3,,,Xtreme
M0603,2026-05-10,TuskMammoth,DranSword,4,0,season_cup_semi,S3,,,Xtreme
M0604,2026-05-10,FoxBrush,TuskMammoth,5,7,season_cup_final,S3,,,Xtreme
M0605,2026-05-10,TuskMammoth,FoxBrush,2,8,season_cup_final,S3,,,Xtreme
M0606,2026-05-10,DranDagger,CobaltDrake,6,2,qualification,S3,,,DoubleXtreme
M0607,2026-05-10,WhaleFlame,TyrannoBeat,0,4,qualification,S3,,,DoubleXtreme
M0608,2026-05-10,TyrannoRoar,PhoenixFlare,4,3,qualification,S3,,,DoubleXtreme
M0609,2026-05-10,ClockMirage,CrimsonGaruda,5,0,qualification,S3,,,DoubleXtreme
M0610,2026-05-10,WhaleWave,UnicornSting,4,2,qualification,S3,,,DoubleXtreme
M0611,2026-05-10,BlackShell,GhostCircle,4,0,qualification,S3,,,DoubleXtreme
M0612,2026-05-10,TriceraPress,DranBuster,5,0,qualification,S3,,,DoubleXtreme
M0613,2026-05-10,SamuraiCalibur,SamuraiSteel,0,4,qualification,S3,,,DoubleXtreme
M0614,2026-05-10,WolfHunt,SolEclipse,4,3,qualification,S3,,,DoubleXtreme
M0615,2026-05-10,PegasusBlast,DranDagger,0,4,qualification,S3,,,DoubleXtreme
M0616,2026-05-10,TyrannoBeat,TyrannoRoar,4,0,qualification,S3,,,DoubleXtreme
M0617,2026-05-10,WizardRod,ClockMirage,2,4,qualification,S3,,,DoubleXtreme
M0618,2026-05-10,MeteorDragoon,WhaleWave,4,0,qualification,S3,,,DoubleXtreme
M0619,2026-05-10,SamuraiSaber,BlackShell,5,2,qualification,S3,,,DoubleXtreme
M0620,2026-05-10,ShelterDrake,TriceraPress,0,4,qualification,S3,,,DoubleXtreme
M0621,2026-05-10,EmperorMight,SamuraiSteel,0,4,qualification,S3,,,DoubleXtreme
M0622,2026-05-10,WizardArrow,WolfHunt,2,5,qualification,S3,,,DoubleXtreme
