MatchID,round_number,winner,finish_type,points_awarded,notes
M0023,1,BlackShell,burst,2,
M0023,2,BlackShell,pocket,2,
M0024,1,CobaltDrake,stadium_exit,2,
M0024,2,CobaltDrake,burst,2,
M0025,1,EmperorMight,pocket,2,
M0025,2,EmperorMight,stadium_exit,2,
M0026,1,TyrannoBeat,burst,2,
M0026,2,TyrannoBeat,burst,2,
M0027,1,WizardArrow,burst,2,
M0027,2,WizardRod,spin,1,
M0027,3,WizardRod,burst,2,
M0027,4,WizardRod,spin,1,
M0028,1,PegasusBlast,pocket,2,
M0028,2,SolEclipse,burst,2,
M0028,3,PegasusBlast,burst,2,
M0029,1,TyrannoBeat,burst,2,
M0029,2,TyrannoBeat,burst,2,
M0030,1,PegasusBlast,burst,2,
M0030,2,WizardRod,spin,1,
M0030,3,WizardRod,pocket,2,
M0030,4,WizardRod,spin,1,
M0031,1,PegasusBlast,burst,2,
M0031,2,EmperorMight,pocket,2,
M0031,3,PegasusBlast,burst,2,
M0032,1,WizardRod,pocket,2,
M0032,2,TyrannoBeat,burst,2,
M0032,3,TyrannoBeat,burst,2,
M0032,4,TyrannoBeat,pocket,2,
M0032,5,TyrannoBeat,pocket,2,
M0033,1,DranDagger,extreme,3,
M0033,2,TyrannoRoar,spin,1,
M0033,3,DranDagger,burst,2,
M0034,1,ShelterDrake,burst,2,
M0034,2,ShelterDrake,burst,2,
M0035,1,BlackShell,extreme,3,
M0035,2,BlackShell,spin,1,
M0036,1,MeteorDragoon,pocket,2,
M0036,2,MeteorDragoon,spin,1,
M0036,3,MeteorDragoon,pocket,2,
M0037,1,DranDagger,spin,1,
M0037,2,DranDagger,burst,2,
M0037,3,ShelterDrake,burst,2,
M0037,4,DranDagger,spin,1,
M0038,1,BlackShell,pocket,2,
M0038,2,MeteorDragoon,pocket,2,
M0038,3,MeteorDragoon,extreme,3,
M0039,1,DranDagger,pocket,2,
M0039,2,MeteorDragoon,pocket,2,
M0039,3,DranDagger,spin,1,
M0039,4,MeteorDragoon,pocket,2,
M0039,5,DranDagger,spin,1,
M0039,6,DranDagger,spin,1,
M0039,7,DranDagger,spin,1,
M0039,8,DranDagger,pocket,2,
M0040,1,CobaltDrake,stadium_exit,2,
M0040,2,CobaltDrake,spin,1,
M0040,3,SamuraiSaber,pocket,2,
M0040,4,CobaltDrake,spin,1,
M0041,1,ClockMirage,spin,1,
M0041,2,ClockMirage,spin,1,
M0041,3,WolfHunt,burst,2,
M0041,4,ClockMirage,spin,1,
M0041,5,ClockMirage,spin,1,
M0042,1,CrimsonGaruda,pocket,2,
M0042,2,CrimsonGaruda,pocket,2,
M0043,1,PhoenixFlare,spin,1,
M0043,2,DranBuster,pocket,2,
M0043,3,DranBuster,extreme,3,
M0044,1,CobaltDrake,pocket,2,
M0044,2,CobaltDrake,burst,2,
M0045,1,DranBuster,burst,2,
M0045,2,DranBuster,burst,2,
M0046,1,DranBuster,pocket,2,
M0046,2,DranBuster,pocket,2,
M0046,3,CobaltDrake,extreme,3,
M0046,4,DranBuster,pocket,2,
M0046,5,DranBuster,pocket,2,
