k_max,k_min,k_tau,form_alpha,form_win,margin_a,margin_b,log_loss,brier
40,20,10,1.5,10,0.15,1.8,0.6714908825791699,0.23936220542992542
32,12,15,1.5,10,0.22,2.6,0.6714929934286943,0.23936783083717178
28,16,15,3.0,10,0.22,1.8,0.6714935256512962,0.23937474495405428
28,16,25,3.0,10,0.22,2.2,0.6714945658674395,0.2393958093484623
28,16,15,2.5,14,0.18,1.8,0.6714949108107612,0.23936006114547914
40,16,20,2.5,6,0.15,2.2,0.6714974484734519,0.2393329909951733
28,12,10,2.5,14,0.22,2.6,0.6714976893270194,0.23936870777699068
36,12,25,2.5,6,0.18,2.2,0.671497875243722,0.23936949618411163
36,12,10,1.5,10,0.18,1.8,0.6715004230490638,0.2393667886581522
36,12,10,1.5,6,0.22,2.6,0.6715005629391165,0.23937732001424034
36,20,10,3.0,6,0.18,2.6,0.6715006519089103,0.23939536153774243
32,12,25,2.0,10,0.15,2.6,0.6715018035099347,0.23936580047388942
36,20,15,1.5,14,0.15,2.2,0.6715024515933529,0.2393767741229944
40,16,15,1.5,6,0.15,2.6,0.6715049101962385,0.23937048823761412
32,20,25,2.0,14,0.18,2.6,0.6715069226844241,0.2394083683586186
32,20,10,2.0,14,0.18,2.2,0.6715077481956875,0.23938492936942388
28,16,15,2.5,14,0.15,2.2,0.6715082917788057,0.23936140476867196
28,16,10,2.5,14,0.22,2.6,0.6715087720476409,0.2393884081120031
28,12,10,2.5,14,0.22,2.2,0.6715092258032951,0.23937203026208773
32,12,15,1.5,14,0.18,2.2,0.6715101091292578,0.23936874347792425
28,16,25,2.5,14,0.22,1.8,0.6715108739243986,0.23939152691597973
36,16,25,1.5,10,0.22,1.8,0.6715112727392091,0.23940239975578076
36,12,25,1.5,10,0.15,2.2,0.6715117880748659,0.239371015645761
32,16,10,2.0,10,0.22,2.2,0.6715120205493216,0.2393845734991186
36,20,25,1.5,14,0.22,1.8,0.6715124885258734,0.23942211162497215
28,12,10,2.5,14,0.18,2.6,0.6715149627278854,0.23937166189856068
32,12,10,2.0,10,0.18,2.6,0.671515279493412,0.23937376304405966
36,16,10,2.5,6,0.18,1.8,0.6715160324083268,0.2393665105228332
28,12,15,2.5,10,0.22,2.2,0.6715181503914414,0.23937831108933713
32,20,20,2.0,14,0.18,2.2,0.6715208079131392,0.23940077524680176
36,20,20,1.5,14,0.15,2.6,0.6715220856379179,0.23939839442768968
40,20,20,2.5,6,0.22,2.2,0.6715222943228409,0.23944888112369578
36,16,25,2.5,6,0.22,2.6,0.6715232322653981,0.23945224776064666
36,12,25,3.0,6,0.18,1.8,0.6715232833807036,0.23934905286257224
40,16,10,1.5,6,0.15,2.6,0.6715256630827813,0.23938338357609373
36,20,15,1.5,10,0.18,2.6,0.671527386558602,0.23940603892109283
40,12,25,2.0,6,0.18,1.8,0.6715288083149605,0.23936963323543578
28,20,25,3.0,14,0.18,1.8,0.6715288277036913,0.2393905828614876
36,20,10,1.5,14,0.18,1.8,0.6715295148745986,0.2393917207070432
32,16,10,2.5,10,0.15,1.8,0.6715295389669168,0.23937129294953102
36,20,15,2.5,6,0.22,2.6,0.6715311041465822,0.23945126217497975
32,12,10,3.0,6,0.18,1.8,0.671531408868361,0.23937395097097885
28,16,10,3.0,10,0.22,2.2,0.6715327167124335,0.23939843473939204
40,20,15,1.5,10,0.15,1.8,0.6715343062321957,0.23937945137321842
36,20,25,2.0,10,0.18,2.2,0.671534599792709,0.23941384474486496
32,20,10,2.5,10,0.18,2.2,0.6715356777674206,0.23939624561113337
36,16,15,2.0,6,0.18,2.6,0.6715373708702621,0.23940109177406582
28,16,25,2.5,14,0.18,2.2,0.6715374499183605,0.23939517519596298
36,12,25,1.5,6,0.22,2.6,0.671538941946887,0.2394299201681826
28,20,25,3.0,14,0.15,2.2,0.6715395246145722,0.2393866538216596
32,20,20,2.5,10,0.22,1.8,0.6715415050131673,0.23941672571770534
40,20,15,1.5,6,0.22,2.2,0.6715431013077351,0.23943766917882287
32,12,10,2.0,10,0.22,1.8,0.6715451240244751,0.23938750320792265
36,16,20,3.0,6,0.18,2.2,0.6715487928360587,0.23939165326778503
36,12,10,2.0,6,0.18,1.8,0.6715490852098093,0.23938709968547733
32,12,20,3.0,6,0.18,2.2,0.671549399688979,0.23938597430603958
36,16,20,2.5,6,0.18,2.6,0.6715496371245945,0.23941284889490644
28,12,10,2.5,14,0.22,1.8,0.6715523315288702,0.2393896345277614
40,16,25,3.0,6,0.22,1.8,0.6715537068495367,0.2394268280629189
36,12,20,2.5,6,0.15,1.8,0.6715545253450599,0.23934407185635734
28,20,20,3.0,14,0.15,1.8,0.6715550080070496,0.2393788876654949
32,16,25,1.5,14,0.22,2.6,0.6715555560830149,0.23943266882454603
28,12,10,2.5,14,0.18,2.2,0.6715557200630768,0.23938874357115314
28,16,20,2.5,14,0.18,1.8,0.6715575267279176,0.23939172083300492
32,12,25,1.5,14,0.22,1.8,0.6715580287398806,0.23940821101412435
32,12,25,1.5,10,0.22,2.6,0.6715583967548152,0.239417391358936
32,16,20,2.5,10,0.15,1.8,0.6715601576864275,0.23937698680789937
40,16,20,2.0,6,0.15,2.6,0.6715608037936995,0.23939099335746244
36,12,20,2.0,6,0.15,2.6,0.6715618516092535,0.2393868847473848
28,16,15,3.0,10,0.18,2.2,0.6715638851755195,0.23940022148081086
28,16,10,2.5,14,0.22,2.2,0.6715678000643169,0.23941155258087132
40,20,25,1.5,14,0.15,1.8,0.671571202131847,0.2394143809965537
36,16,20,1.5,10,0.15,2.6,0.6715731432932118,0.23940799788642672
28,16,20,2.5,14,0.15,2.2,0.6715747555934836,0.2393939928884794
32,16,25,2.5,10,0.15,2.2,0.6715761297541271,0.2393965305417202
32,12,15,2.0,10,0.15,1.8,0.6715771872652397,0.2393892812797551
40,12,25,1.5,6,0.18,2.2,0.6715773122361532,0.23941906185141829
36,16,10,2.5,6,0.15,2.2,0.6715784789911039,0.23938893302571457
28,12,10,3.0,10,0.15,2.6,0.6715793338512424,0.23940202499184626
36,16,15,1.5,6,0.22,2.6,0.6715793830970115,0.2394403647153033
32,12,10,3.0,6,0.15,2.2,0.6715806629421619,0.2393929300772962
36,12,25,3.0,6,0.15,2.2,0.6715811709520852,0.23936205270708338
28,12,10,2.5,14,0.15,2.6,0.6715815039770221,0.23939849771097602
32,16,15,2.0,10,0.18,2.2,0.6715825438303004,0.23940990770730253
32,20,20,2.0,10,0.22,2.6,0.6715837669421838,0.23945516559991675
32,16,15,1.5,14,0.22,2.2,0.6715891039827043,0.23942612262062912
36,20,20,2.0,10,0.18,1.8,0.6715891087240785,0.23941922057749282
40,20,20,1.5,10,0.15,2.2,0.6715898036218639,0.2394197749373687
28,16,20,3.0,10,0.22,1.8,0.6715912958404562,0.2394243227672138
32,16,20,2.0,10,0.22,1.8,0.6715913164296189,0.2394256828924811
36,16,10,2.0,6,0.18,2.6,0.671592006119473,0.2394244370351882
36,16,15,1.5,10,0.15,2.2,0.6715922872816111,0.23940788481962802
32,16,25,2.0,14,0.15,1.8,0.6715927635148006,0.23940170977919276
28,16,10,2.5,14,0.18,2.6,0.6715937871859204,0.2394168987048607
36,12,15,1.5,6,0.22,1.8,0.6715949720920898,0.23941781151625796
40,20,20,1.5,6,0.22,2.6,0.6715952811834982,0.2394886507998769
32,12,20,1.5,14,0.15,2.6,0.6715954046171043,0.23940898335448108
28,16,25,2.5,14,0.15,2.6,0.6715974451860937,0.23941382877477688
36,16,15,3.0,6,0.15,1.8,0.671598955504022,0.239353920690247
36,20,10,1.5,14,0.15,2.2,0.6716026209055713,0.23942112042106975
36,12,10,1.5,10,0.15,2.2,0.6716089076868094,0.239417640680907
32,20,10,2.0,14,0.15,2.6,0.6716096443156724,0.23942483346056975
40,12,25,2.0,6,0.15,2.2,0.6716097943187748,0.23939487900822962
36,12,25,2.0,6,0.18,2.6,0.671609859066962,0.23943780054772898
32,12,20,2.5,6,0.22,2.2,0.671611249170155,0.2394426439045383
32,20,15,2.0,14,0.18,1.8,0.6716115275039006,0.23942736535754258
40,20,15,3.0,6,0.18,1.8,0.6716116373603784,0.23939214850342028
40,20,15,2.0,6,0.22,1.8,0.671612364793001,0.23945059856642834
40,12,25,2.5,6,0.15,1.8,0.6716143144268204,0.23935663697375803
32,12,15,1.5,14,0.15,2.6,0.671615628824265,0.2394151725069868
28,12,25,2.5,10,0.22,2.2,0.6716176777919477,0.23943675055583172
32,12,15,2.5,6,0.22,1.8,0.6716177511727546,0.23942603140897345
36,12,15,2.0,6,0.15,1.8,0.6716185587505978,0.2393935030398172
32,16,20,1.5,14,0.22,2.2,0.6716187578184244,0.23944836494395233
28,20,15,2.5,14,0.22,2.6,0.6716192201918706,0.23946523002279102
40,20,15,2.5,6,0.15,2.6,0.6716197187714058,0.23941306455305011
36,16,25,2.0,10,0.15,1.8,0.6716206943900549,0.2394107576230561
36,20,15,3.0,6,0.22,2.2,0.6716221688056648,0.23947958749640524
32,20,25,2.5,10,0.18,2.6,0.6716225686391479,0.23945872601812335
36,12,10,2.0,6,0.15,2.2,0.6716254612602248,0.23942026916248552
32,20,15,2.5,10,0.15,2.6,0.6716255095686267,0.23942971896651336
28,12,10,2.5,14,0.18,1.8,0.6716276364341096,0.2394199254443632
28,12,20,2.5,10,0.18,2.6,0.6716314855350116,0.23943072307858032
32,12,25,2.0,10,0.18,1.8,0.6716317144252009,0.23942534820730266
28,12,20,2.0,14,0.22,2.6,0.6716351850223704,0.23944161995923977
36,20,25,1.5,14,0.18,2.2,0.671635967323572,0.23946811480757293
32,20,25,3.0,10,0.18,1.8,0.6716363397542543,0.23943788020664603
28,12,10,2.5,14,0.15,2.2,0.6716365440813237,0.23942231027292016
40,16,20,3.0,6,0.15,1.8,0.6716373432615598,0.23935076869151306
32,20,25,2.0,14,0.22,1.8,0.6716375744589239,0.23947037013863715
32,20,20,2.0,14,0.15,2.6,0.6716380642674854,0.23944447698609947
32,12,25,3.0,6,0.22,2.2,0.6716403223414603,0.23946752223523549
28,12,10,3.0,10,0.18,1.8,0.6716414012072704,0.2394302652821825
32,20,10,2.0,10,0.22,2.6,0.6716432526773686,0.23946702771786507
28,16,25,3.0,10,0.18,2.6,0.6716447737494887,0.23945283134306872
32,12,25,1.5,14,0.18,2.2,0.6716458183271148,0.23944320821346304
28,16,15,2.5,14,0.15,1.8,0.6716458674921206,0.23941826786402506
32,12,10,2.5,6,0.22,2.2,0.6716471509503996,0.23944843768272478
40,16,20,1.5,6,0.22,1.8,0.6716481545704971,0.23946581434991202
28,12,15,2.5,10,0.18,2.6,0.6716495542938012,0.23943559758328894
36,20,15,1.5,10,0.22,1.8,0.6716519433493329,0.23946448146494098
40,16,25,3.0,6,0.18,2.2,0.6716540583392777,0.23944532278202524
36,16,25,1.5,14,0.15,1.8,0.6716541693058553,0.2394386985095338
32,20,20,2.5,10,0.18,2.2,0.6716563993089256,0.23945842656295233
28,16,10,3.0,10,0.18,2.6,0.6716568217088614,0.23944957968503375
36,12,25,2.5,6,0.15,2.6,0.6716573900120161,0.23942510434604752
32,12,20,1.5,10,0.22,2.2,0.6716577879501414,0.23945126856697613
36,16,15,2.5,6,0.18,1.8,0.671658676971921,0.23942371989880795
32,12,10,2.0,10,0.18,2.2,0.6716591169517916,0.2394402829910209
40,16,25,1.5,10,0.15,1.8,0.6716596006583103,0.23943738509491497
32,20,15,2.0,14,0.15,2.2,0.6716598008521467,0.23944330735702216
36,20,10,2.5,6,0.22,2.2,0.6716601909570451,0.2394849713712694
28,16,10,2.5,14,0.22,1.8,0.671661627285681,0.2394493886755611
40,20,10,2.0,6,0.15,2.6,0.6716617185144605,0.23944467960032975
28,20,20,2.5,14,0.22,2.6,0.6716619598656524,0.23949090686323904
32,12,20,3.0,6,0.15,2.6,0.6716638454410048,0.2394242628846202
28,16,20,3.0,10,0.18,2.2,0.6716653500540157,0.23945006861491783
40,20,20,3.0,6,0.18,2.6,0.6716653539640793,0.2394832776648107
36,20,10,1.5,10,0.18,2.6,0.6716685857985277,0.23946582943248135
40,16,25,2.0,6,0.18,2.6,0.6716688316927114,0.2394819145522634
32,12,15,3.0,6,0.15,1.8,0.6716689188437465,0.23940317188176186
40,16,10,1.5,6,0.18,1.8,0.6716696756409267,0.23944852351258553
28,16,15,3.0,10,0.15,2.6,0.6716718495106826,0.2394429695637362
36,20,20,1.5,14,0.18,1.8,0.6716735056465648,0.23946770671783002
36,16,25,1.5,10,0.18,2.2,0.6716736078019246,0.23946867584490805
40,16,25,2.5,6,0.22,1.8,0.6716747811046057,0.23948202536376864
36,16,25,3.0,6,0.22,2.2,0.6716755398520073,0.2395066206730354
28,16,10,2.5,14,0.18,2.2,0.6716761990529159,0.23945104638378342
40,20,25,2.0,10,0.15,1.8,0.6716820272943069,0.23944597750670607
40,16,15,1.5,6,0.18,1.8,0.6716832800618606,0.23945045032477816
28,12,25,2.0,14,0.22,2.6,0.6716832925640187,0.23947132725027914
36,16,10,1.5,10,0.15,2.6,0.6716843026037699,0.23945655892974993
32,16,25,2.0,10,0.18,2.6,0.6716864242713235,0.23947493476720325
40,20,15,3.0,6,0.15,2.2,0.6716899601409286,0.23941139148360258
28,20,15,3.0,10,0.22,2.6,0.6716908963080772,0.23950143038030808
32,12,15,1.5,10,0.22,2.2,0.6716913825234861,0.2394591813713239
32,20,10,2.5,10,0.15,2.6,0.6716941322654764,0.23946152900417836
32,12,20,1.5,14,0.18,1.8,0.6716951674447081,0.23945575695375854
32,12,15,1.5,14,0.18,1.8,0.671697237476525,0.23945364506560116
36,20,25,1.5,10,0.22,2.2,0.6716975047045783,0.2395134888207526
36,20,20,2.0,10,0.15,2.2,0.6716978815602972,0.23946120389641828
36,20,10,3.0,6,0.22,1.8,0.671698135913079,0.23948300446689805
32,12,15,2.5,6,0.18,2.2,0.6716989406187113,0.23945609339869586
40,16,25,1.5,6,0.22,2.2,0.671699744225872,0.2395179924502348
32,16,10,3.0,6,0.22,2.2,0.6717002239812782,0.23948958717773816
36,16,15,2.0,6,0.22,1.8,0.6717009936648336,0.2394763044114824
28,12,10,3.0,10,0.15,2.2,0.6717023659470274,0.23945766487676662
32,12,20,2.0,10,0.15,1.8,0.6717026179042765,0.23944587964833305
36,16,20,2.0,6,0.22,2.2,0.6717045680434641,0.2395027871558987
36,20,10,2.0,10,0.15,1.8,0.6717055035261801,0.2394549759524277
32,16,10,2.0,10,0.18,2.6,0.6717056967951379,0.23947066491516608
28,12,15,2.5,10,0.22,1.8,0.6717074403864142,0.23946277955200326
40,20,20,2.0,6,0.22,2.2,0.6717075047900488,0.2395282848773425
28,16,25,2.5,14,0.18,1.8,0.6717081479689152,0.23946443331745487
28,12,20,2.5,10,0.22,1.8,0.6717084170933315,0.2394670065419717
36,20,15,2.0,10,0.15,1.8,0.671709481154457,0.2394528927897435
28,12,25,3.0,10,0.15,1.8,0.6717114499216278,0.23944419172827602
32,16,20,2.0,10,0.18,2.2,0.6717123302581725,0.23947454030526885
36,16,20,3.0,6,0.15,2.6,0.6717134243143537,0.23944513957383812
32,20,25,2.0,14,0.18,2.2,0.6717146275317993,0.23949514343191178
28,20,25,3.0,14,0.15,1.8,0.6717155867395627,0.23945411419788543
36,16,15,2.5,6,0.15,2.2,0.6717176898665441,0.23944133825504044
32,12,25,2.0,10,0.15,2.2,0.6717184944815563,0.23946082875696076
28,16,10,2.5,14,0.15,2.6,0.6717191813683961,0.23946584134618848
28,12,10,2.5,14,0.15,1.8,0.6717192877713403,0.23945866116034337
36,12,10,1.5,6,0.22,2.2,0.6717198758201308,0.23947822660844392
32,20,10,2.0,14,0.18,1.8,0.6717212252797087,0.23947601682956954
36,16,20,1.5,10,0.18,1.8,0.6717223956900679,0.23947626648755804
40,20,10,1.5,6,0.18,2.6,0.6717228219056989,0.23949795957225847
40,20,25,1.5,10,0.15,2.6,0.6717232687293325,0.23949696933827713
32,20,25,3.0,10,0.15,2.2,0.6717233633780113,0.23946784003091104
32,12,15,2.0,6,0.22,2.6,0.6717236784203069,0.23949075582982132
36,16,10,2.0,6,0.22,1.8,0.6717245018376672,0.23948550330520826
32,16,15,3.0,6,0.22,2.2,0.6717254050523527,0.23950506573623515
28,16,10,3.0,10,0.22,1.8,0.6717264607269302,0.2394818288452314
36,12,15,1.5,6,0.18,2.2,0.6717274605303718,0.23947418304077833
28,16,20,2.5,14,0.15,1.8,0.6717280116348917,0.23945666729073994
28,12,20,2.0,14,0.22,2.2,0.6717284781260676,0.2394815872964277
28,16,25,2.5,14,0.15,2.2,0.6717295052238188,0.23946796357602673
36,12,20,1.5,6,0.18,2.6,0.6717301089934771,0.23948786117384643
36,12,20,2.0,6,0.18,1.8,0.6717313548158447,0.23946188783990485
36,20,20,1.5,10,0.18,2.6,0.671733899209765,0.23950930398662132
32,12,25,2.5,6,0.22,2.6,0.6717388529879856,0.2395237498616512
36,20,25,2.5,10,0.15,1.8,0.6717415943926183,0.23946486192451266
32,16,15,1.5,14,0.18,2.6,0.6717416681465727,0.23949088454924375
28,20,15,2.5,14,0.22,2.2,0.6717426273214988,0.23951442138041146
32,20,25,2.0,10,0.22,2.6,0.6717437100496595,0.23953612167567598
32,16,15,2.0,10,0.15,2.6,0.6717450695277929,0.23947971144208963
32,20,15,2.0,10,0.22,2.2,0.6717454520226224,0.2395142553873513
28,20,25,2.5,14,0.22,2.6,0.6717482014022628,0.23953574468368052
32,20,20,3.0,10,0.15,1.8,0.6717483896928036,0.23946207886753848
40,20,25,2.5,6,0.22,2.6,0.6717510684815939,0.23958985592714496
32,12,20,1.5,14,0.15,2.2,0.6717514974718677,0.23947856085653624
32,12,15,1.5,14,0.15,2.2,0.6717518662783672,0.239476970744349
36,20,20,1.5,14,0.15,2.2,0.6717550449191036,0.2394981398912499
40,20,15,2.0,6,0.18,2.2,0.6717575294710684,0.23950165936672127
36,16,20,2.5,6,0.22,1.8,0.6717582584584009,0.2395071831148367
36,20,25,2.0,10,0.15,2.6,0.6717585738765475,0.2395033947611511
40,20,25,3.0,6,0.22,2.6,0.6717607900076098,0.2396067362854706
28,12,15,2.0,14,0.22,2.6,0.6717636611720401,0.23949490617346791
28,20,10,2.5,14,0.22,2.6,0.6717647795550616,0.23952718716380964
28,16,25,3.0,10,0.22,1.8,0.6717653702074905,0.2395090106194778
40,16,10,1.5,6,0.15,2.2,0.6717658454100975,0.239488831758
32,16,25,1.5,14,0.22,2.2,0.671765956799202,0.23952453966144108
28,20,20,3.0,10,0.22,2.6,0.6717662913542154,0.23954179800393924
32,20,25,2.5,10,0.22,1.8,0.6717667381542813,0.23952529113182708
32,20,10,2.0,14,0.15,2.2,0.6717677857668033,0.23949241418309886
40,20,10,2.5,6,0.15,1.8,0.6717698686494951,0.23944965755745762
32,12,25,1.5,14,0.15,2.6,0.6717708601516816,0.23949527615684038
36,20,10,1.5,10,0.22,1.8,0.6717718570447064,0.23951433763649946
40,12,20,1.5,6,0.15,1.8,0.6717718795504529,0.239466960220125
40,16,20,2.0,6,0.18,1.8,0.6717725434376849,0.23948281224659976
32,12,20,2.5,6,0.18,2.6,0.671772833044369,0.2395029416936382
32,16,10,2.0,10,0.22,1.8,0.6717728848847253,0.23950212811503532
28,12,25,2.5,10,0.18,2.6,0.6717732992707917,0.23950121477447933
32,20,20,2.0,14,0.18,1.8,0.6717747496492934,0.23950679268549724
40,16,15,1.5,6,0.15,2.2,0.6717752917347206,0.2394855886658382
36,20,15,1.5,14,0.15,1.8,0.6717755238322675,0.23949448581888821
36,20,10,3.0,6,0.18,2.2,0.6717781328496664,0.23950362164326386
28,16,20,3.0,10,0.15,2.6,0.6717786584814882,0.23949357534481813
40,20,20,2.5,6,0.18,2.6,0.6717790918244372,0.23953426034402783
32,20,15,2.5,10,0.18,1.8,0.6717791533097425,0.23949866241774267
36,16,10,1.5,10,0.18,1.8,0.671779448574415,0.2395004083814669
32,16,20,1.5,14,0.18,2.6,0.6717829847225418,0.23951647168002294
28,16,15,2.5,10,0.22,2.6,0.671785616971245,0.23952241383360734
28,12,15,2.5,10,0.18,2.2,0.6717856744166163,0.2394959732597712
28,12,20,2.5,10,0.18,2.2,0.6717867448339909,0.2394984903096504
32,12,25,3.0,6,0.18,2.6,0.6717901159300558,0.23951530916153677
36,20,10,2.0,6,0.22,2.6,0.6717908103492561,0.23955302815185006
36,12,25,2.0,6,0.22,1.8,0.6717918119014497,0.23952135592392773
28,12,25,2.0,14,0.22,2.2,0.671793081592642,0.23951797337702804
32,12,10,2.5,6,0.18,2.6,0.671793138425328,0.23951088329704046
32,12,10,3.0,6,0.15,1.8,0.6717941115902655,0.23948238838036784
28,16,10,2.5,14,0.18,1.8,0.671794764930191,0.2395005970128295
28,12,20,2.0,14,0.18,2.6,0.6717956680258371,0.23950683462437897
28,16,15,3.0,10,0.18,1.8,0.6717976794744761,0.23950025816142267
36,16,25,2.0,6,0.22,2.6,0.6717980548073088,0.23957057592466133
28,20,15,2.5,14,0.18,2.6,0.6717990319194976,0.23952819050924076
28,20,10,3.0,10,0.22,2.6,0.6717990537724492,0.23954646640081692
28,20,20,2.5,14,0.22,2.2,0.6717996794469994,0.2395459586006964
40,16,25,2.5,6,0.18,2.2,0.6717997354854673,0.23951684753413935
28,16,10,3.0,10,0.18,2.2,0.6718014682911694,0.2395115181109147
36,12,20,2.0,6,0.15,2.2,0.6718017523689711,0.23948667526469286
28,16,20,2.5,10,0.22,2.6,0.6718042941695858,0.2395375393925441
40,12,25,1.5,6,0.15,2.6,0.6718044387846223,0.23950991558650392
36,16,10,1.5,6,0.22,2.6,0.6718051870511993,0.23953592055892492
32,12,10,2.0,10,0.15,2.6,0.6718060428413885,0.23950884057525196
28,16,10,2.5,14,0.15,2.2,0.6718085958310629,0.23950328313654526
40,16,20,1.5,6,0.18,2.2,0.6718098321786093,0.23952781566823259
32,12,25,1.5,10,0.22,2.2,0.6718105893492702,0.23953059000882926
36,20,25,1.5,14,0.15,2.6,0.6718123547456525,0.23953770089421877
32,16,25,2.0,10,0.22,1.8,0.6718128990909367,0.23953420430164918
36,20,15,1.5,10,0.18,2.2,0.6718137423743002,0.23953163869448219
36,20,20,3.0,6,0.22,2.6,0.671814514145798,0.2396016072069219
36,20,15,3.0,6,0.18,2.6,0.6718198934348887,0.2395420572731918
36,16,15,2.0,6,0.18,2.2,0.6718243240618945,0.2395230797417
32,20,20,2.0,14,0.15,2.2,0.6718274667910049,0.2395238604779948
32,20,20,2.5,10,0.15,2.6,0.6718277005452447,0.2395254810983274
32,16,15,1.5,14,0.22,1.8,0.6718293764845725,0.23953309547606455
32,20,10,2.5,10,0.18,1.8,0.6718299593571744,0.23952258379243085
32,16,20,3.0,6,0.22,2.6,0.6718304068037803,0.23957907169401196
36,16,20,1.5,10,0.15,2.2,0.671831482509664,0.23952142226359235
32,12,15,2.5,6,0.15,2.6,0.6718323878565283,0.23950980760965979
36,16,20,1.5,6,0.22,2.6,0.6718336082873697,0.23957075322751978
36,12,10,1.5,10,0.15,1.8,0.671833700264338,0.2395226789097776
32,20,15,1.5,14,0.22,2.6,0.6718347389816776,0.23956295131945
36,12,25,1.5,10,0.15,1.8,0.6718374884320694,0.23951430846488844
28,12,15,2.0,14,0.22,2.2,0.6718376939064712,0.2395270243688197
32,20,25,2.0,14,0.15,2.6,0.6718391173899978,0.2395410739183858
32,12,20,3.0,6,0.18,1.8,0.6718394776401295,0.23950001408287697
32,16,15,1.5,10,0.22,2.6,0.67184000090763,0.23954623695919944
32,16,10,3.0,6,0.18,2.6,0.6718402646903568,0.2395403603295136
40,20,15,2.5,6,0.18,1.8,0.6718424713363308,0.23950700543116094
40,20,10,2.0,6,0.18,1.8,0.6718428131728633,0.2395233968214445
40,20,25,2.0,6,0.22,2.6,0.671843498078698,0.23962193235422968
28,16,25,3.0,10,0.18,2.2,0.6718441233382318,0.23953584886654763
36,16,10,2.0,6,0.18,2.2,0.6718455683829969,0.23953489914144604
40,20,15,1.5,6,0.18,2.6,0.6718489057064954,0.23956154232022794
36,20,10,1.5,14,0.15,1.8,0.6718506715220144,0.23952989261329943
36,20,15,2.0,6,0.22,2.6,0.6718533118528272,0.23959175753080258
40,16,20,2.0,6,0.15,2.2,0.6718556315849746,0.23950904917750465
36,16,10,2.5,6,0.15,1.8,0.6718576121740806,0.2395038882200608
28,16,15,3.0,10,0.15,2.2,0.6718590002926663,0.23952378119783688
32,16,10,1.5,14,0.22,2.6,0.6718601800083817,0.2395499517407383
36,12,10,2.0,6,0.15,1.8,0.6718604801291105,0.2395239100793008
32,12,10,2.0,10,0.18,1.8,0.6718612837808138,0.23953410436486205
36,20,15,2.5,6,0.22,2.2,0.6718614534592783,0.23958399971895286
36,12,25,2.5,6,0.18,1.8,0.6718618986312309,0.23951327857244298
32,16,20,1.5,10,0.22,2.6,0.6718623583134566,0.23956534797257512
40,16,25,3.0,6,0.15,2.6,0.6718625217468256,0.2395100037625246
28,20,20,2.5,14,0.18,2.6,0.6718629032956897,0.2395617095694323
28,12,25,2.5,10,0.22,1.8,0.6718632124997265,0.23954359283885912
32,16,15,2.0,10,0.18,1.8,0.6718634189868796,0.23953388872918252
32,20,15,2.5,10,0.15,2.2,0.6718664520231755,0.2395320997592064
36,16,20,2.5,6,0.18,2.2,0.6718669383290213,0.2395412248148761
36,16,25,2.5,6,0.22,2.2,0.6718672103615715,0.239589363107749
28,12,10,3.0,10,0.15,1.8,0.6718672466029755,0.23953244982347763
36,20,10,2.5,6,0.18,2.6,0.6718685827249408,0.23956243865003132
32,20,20,2.0,10,0.22,2.2,0.671868906091465,0.23957824223770804
40,16,20,2.5,6,0.15,1.8,0.671869423949541,0.23947433879596267
36,12,25,1.5,6,0.22,2.2,0.6718701496427892,0.23957399063015375
28,12,25,2.0,14,0.18,2.6,0.6718708829142804,0.23954670231076744
28,12,20,2.0,14,0.22,1.8,0.6718720622732788,0.23954372613176772
36,20,20,1.5,10,0.22,1.8,0.6718733038232227,0.23957450590394005
28,20,10,2.5,14,0.22,2.2,0.6718735672861857,0.23957055144486072
32,16,15,3.0,6,0.18,2.6,0.6718748360902664,0.2395551308648316
32,12,20,2.0,6,0.22,2.6,0.6718749492795897,0.2395716117303432
40,20,10,1.5,6,0.22,1.8,0.6718755189680918,0.23956836715053972
32,16,15,2.5,6,0.22,2.6,0.6718760203186938,0.23958415641156353
36,12,20,1.5,6,0.22,1.8,0.6718760914921419,0.2395561272924591
32,16,25,2.5,10,0.15,1.8,0.6718772945159076,0.23952349775957796
32,12,20,1.5,10,0.18,2.6,0.6718774062464359,0.23954874974817694
36,16,25,3.0,6,0.18,2.6,0.6718780420244659,0.2395683758471406
28,20,25,3.0,10,0.22,2.6,0.6718780600250703,0.23959803431734622
32,12,20,3.0,6,0.15,2.2,0.6718789718729257,0.2395088941672752
32,12,25,1.5,14,0.18,1.8,0.6718839312214255,0.23954799968869656
32,16,20,2.0,10,0.15,2.6,0.6718847225937616,0.23954692577048559
36,16,15,1.5,6,0.22,2.2,0.6718852603153493,0.239574798785955
32,12,10,1.5,14,0.22,2.6,0.67188529448104,0.23954875575618886
32,16,20,1.5,14,0.22,1.8,0.6718854189890546,0.23956564465132438
32,20,15,2.0,14,0.15,1.8,0.6718854468411609,0.23953832468362365
40,16,25,2.0,6,0.22,1.8,0.6718882912445338,0.23958107748993163
32,20,25,2.5,10,0.18,2.2,0.6718888077942271,0.23956924157865847
36,16,10,1.5,10,0.15,2.2,0.671889185655216,0.239549667347804
32,20,10,2.0,10,0.22,2.2,0.6718894706021739,0.2395754303988529
32,16,10,2.0,10,0.18,2.2,0.6718924773797337,0.2395544586895679
36,16,15,1.5,10,0.15,1.8,0.6718937744945827,0.23954207924704723
28,12,15,2.5,10,0.15,2.6,0.6718950338383168,0.2395437878051457
