MatchID,round_number,winner,finish_type,points_awarded,notes
M0019,1,HellsHammer,spin,1,
M0019,2,DranDagger,extreme,3,
M0019,3,HellsHammer,spin,1,
M0019,4,DranDagger,burst,2,
M0020,1,TriceraPress,pocket,2,
M0020,2,TriceraPress,pocket,2,
M0021,1,PerseusDark,spin,1,
M0021,2,PerseusDark,pocket,2,
M0021,3,PerseusDark,spin,1,
M0022,1,WyvernHover,spin,1,
M0022,2,RhinoReaper,pocket,2,
M0022,3,WyvernHover,extreme,3,
M0023,1,KnightMail,spin,1,
M0023,2,WizardArc,pocket,2,
M0023,3,KnightMail,spin,1,
M0023,4,KnightMail,pocket,2,
M0024,1,HellsChain,spin,1,
M0024,2,HellsChain,burst,2,
M0024,3,HellsBrave,extreme,3,
M0024,4,HellsChain,spin,1,
M0025,1,WeissTiger,pocket,2,
M0025,2,GolemRock,spin,1,
M0025,3,WeissTiger,burst,2,
M0026,1,SilverWolf,spin,1,
M0026,2,SilverWolf,pocket,2,
M0026,3,PhoenixWing,pocket,2,
M0026,4,SilverWolf,spin,1,
M0027,1,ViperTail,spin,1,
M0027,2,ViperTail,burst,2,
M0027,3,CerberusFlame,spin,1,
M0027,4,CerberusFlame,spin,1,
M0027,5,CerberusFlame,spin,1,
M0027,6,CerberusFlame,spin,1,
M0028,1,LeonCrest,spin,1,
M0028,2,DranBrave,pocket,2,
M0028,3,LeonCrest,spin,1,
M0028,4,DranBrave,spin,1,
M0028,5,DranBrave,pocket,2,
M0029,1,DranSword,spin,1,
M0029,2,DranSword,spin,1,
M0029,3,DranSword,pocket,2,
M0030,1,ScorpioSpear,spin,1,
M0030,2,ScorpioSpear,spin,1,
M0030,3,ScorpioSpear,spin,1,
M0030,4,ValkyrieVolt,spin,1,
M0030,5,ScorpioSpear,burst,2,
M0031,1,CobaltDragoon,spin,1,
M0031,2,CobaltDragoon,pocket,2,
M0031,3,TuskMammoth,burst,2,
M0031,4,CobaltDragoon,spin,1,
M0032,1,ImpactDrake,extreme,3,
M0032,2,FoxBrush,pocket,2,
M0032,3,FoxBrush,spin,1,
M0032,4,ImpactDrake,extreme,3,
M0033,1,HellsHammer,pocket,2,
M0033,2,HellsHammer,pocket,2,
M0034,1,DranDagger,burst,2,
M0034,2,LeonClaw,spin,1,
M0034,3,LeonClaw,spin,1,
M0034,4,LeonClaw,spin,1,
M0034,5,LeonClaw,spin,1,
M0035,1,TriceraPress,pocket,2,
M0035,2,TriceraPress,pocket,2,
M0036,1,DranBuster,burst,2,
M0036,2,SharkEdge,spin,1,
M0036,3,DranBuster,extreme,3,
M0037,1,WizardArc,spin,1,
M0037,2,HellsReaper,pocket,2,
M0037,3,WizardArc,spin,1,
M0037,4,HellsReaper,pocket,2,
M0038,1,HellsBrave,pocket,2,
M0038,2,KnightMail,spin,1,
M0038,3,KnightMail,spin,1,
M0038,4,KnightMail,pocket,2,
M0039,1,HellsChain,pocket,2,
M0039,2,HellsChain,pocket,2,
M0040,1,RhinoReaper,spin,1,
M0040,2,RhinoReaper,spin,1,
M0040,3,RhinoReaper,spin,1,
M0040,4,RhinoReaper,spin,1,
M0041,1,CerberusFlame,spin,1,
M0041,2,CerberusFlame,spin,1,
M0041,3,WeissTiger,spin,1,
M0041,4,CerberusFlame,spin,1,
M0041,5,CerberusFlame,spin,1,
M0042,1,LeonCrest,pocket,2,
M0042,2,LeonCrest,pocket,2,
M0043,1,DranBrave,stadium_exit,2,
M0043,2,PhoenixWing,pocket,2,
M0043,3,DranBrave,pocket,2,
M0044,1,SilverWolf,spin,1,
M0044,2,SilverWolf,burst,2,
M0044,3,GolemRock,burst,2,
M0044,4,SilverWolf,spin,1,
M0045,1,SharkScale,spin,1,
M0045,2,SharkScale,spin,1,
M0045,3,SharkScale,spin,1,
M0045,4,SharkScale,burst,2,
M0046,1,TuskMammoth,spin,1,
M0046,2,ImpactDrake,pocket,2,
M0046,3,ImpactDrake,pocket,2,
M0047,1,FoxBrush,spin,1,
M0047,2,FoxBrush,pocket,2,
M0047,3,FoxBrush,pocket,2,
M0048,1,ValkyrieVolt,spin,1,
M0048,2,ValkyrieVolt,pocket,2,
M0048,3,ValkyrieVolt,pocket,2,
